codemp,prfawb,numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,OficinaOriCap,OficinaDesCap,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,FecVue,ChWei_BK,GrRev,NetRev,GrossRevSinProrr,SalesRevSinProrr,NetRevSinProrr,GrWeiTotAWB
0,417,11183340,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,MIA,CWB,MIA-CWB,97,CONSOLIDADO,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,BRINGER,05-11-12 0:00,20,0,0,0,0,0,0
549,417,11183432,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,MIA-POA,97,CONSOLIDADO,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,ARIES GLOBAL LOGISTICS INC,05-11-12 0:00,3,105,140,105,140,140,1.5
549,417,11183491,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,MIA-POA,97,CONSOLIDADO,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,PRIME LOG SOLUTIONS CORP,05-11-12 0:00,80,308.1,344.1,308.1,344.1,344.1,40
549,417,11183653,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,MIA-POA,1,CARGA GENERAL,SAO,BRINGER AIR CARGO TAXI AEREO LTDA,BRINGER,05-11-12 0:00,2,105,140,105,140,140,2
45,424,10046105,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,519,COURIER,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,01-11-12 0:00,1300,2935.18,1390.35,2935.18,2935.18,1390.35,1544.83
45,424,10046116,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,06-11-12 0:00,403,352.8,352.8,352.8,352.8,352.8,145
45,424,10058064,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,519,COURIER,MIA,MIAMI AIR LEASE INC,MIAMI AIR,03-11-12 0:00,350,345.6,345.6,345.6,345.6,345.6,384
45,424,10058893,MIA,UIO,USA,Ecuador,NA_USA_Florida,SA_Ecuador_UIO,MIA,UIO,MIA,UIO,MIA-UIO,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,03-11-12 0:00,33,75,75,75,75,75,20
0,424,10058930,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,07-11-12 0:00,350,0,0,0,0,0,0
0,424,10058974,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,07-11-12 0:00,1503,0,0,0,0,0,0
985,424,10062275,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,01-11-12 0:00,501,561.6,561.6,561.6,561.6,561.6,624
45,424,10062286,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,03-11-12 0:00,501,412.2,412.2,412.2,412.2,412.2,441
0,424,10062290,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,06-11-12 0:00,700,0,0,0,0,0,0
0,424,10068660,MIA,MDE,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,MDE,MIA,MDE,MIA-MDE,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,08-11-12 0:00,117,0,0,0,0,0,0
45,424,10074304,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,01-11-12 0:00,351,252,252,252,252,252,280
45,424,10074341,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,519,COURIER,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,03-11-12 0:00,401,359.1,359.1,359.1,359.1,359.1,399
45,424,10074890,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,97,CONSOLIDADO,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,01-11-12 0:00,1102,1038.76,1038.76,1038.76,1038.76,1038.76,988.2
45,424,10077233,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,01-11-12 0:00,112,191.7,191.7,191.7,191.7,191.7,112
0,424,10077546,BWI,BOG,USA,Colombia,NA_USA_NorthEast,SA_Colombia,JFK,BOG,BWI,BOG,BWI-MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,DISTRIBUITON BY AIR - BWI,05-11-12 0:00,157,0,0,0,0,0,0
0,424,10077546,BWI,BOG,USA,Colombia,NA_USA_NorthEast,SA_Colombia,JFK,BOG,BWI,BOG,BWI-MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,DISTRIBUITON BY AIR - BWI,05-11-12 0:00,157,0,0,0,0,0,0
45,424,10077841,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,03-11-12 0:00,405,183.6,183.6,183.6,183.6,183.6,153
0,424,10077885,MIA,MDE,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,MDE,MIA,MDE,MIA-MDE,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR,03-11-12 0:00,117,0,0,0,0,0,0
45,424,10078224,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,519,COURIER,MIA,MIAMI AIR LEASE INC,SHIP CARGO,01-11-12 0:00,1037,1006.83,1006.83,1006.83,1006.83,1006.83,1037
45,424,10078235,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,519,COURIER,MIA,MIAMI AIR LEASE INC,SHIP CARGO,01-11-12 0:00,1436,1292.4,1292.4,1292.4,1292.4,1292.4,1436
45,424,10078246,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,519,COURIER,MIA,MIAMI AIR LEASE INC,MIAMI AIR,03-11-12 0:00,1002,1323,1323,1323,1323,1323,1470
0,424,10078272,MIA,BOG,USA,Colombia,NA_USA_Florida,SA_Colombia,MIA,BOG,MIA,BOG,MIA-BOG,519,COURIER,MIA,MIAMI AIR LEASE INC,SHIP CARGO,07-11-12 0:00,1065,0,0,0,0,0,0
45,424,10078946,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,SCL,MIA-SCL,1,CARGA GENERAL,MIA,MIAMI AIR LEASE INC,MIAMI AIR LEASE INC,03-11-12 0:00,100,504.2,554.2,504.2,554.2,554.2,107.5
549,549,20496921,MIA,REC,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,REC,MIA,REC,MIA-REC,1,CARGA GENERAL,MIA,MIQ GLOBAL LLC,MIQ GLOBAL LLC,05-11-12 0:00,1890,4809.85,7521.81,4809.85,7521.81,7521.81,1182
549,549,20518131,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,519,COURIER,MIA,SKY WORLD INTERNATIONAL COURRIER INC.,SKY WORLD INTERNATIONAL COURRIER INC.,05-11-12 0:00,125,347.2,512.6,347.2,512.6,512.6,62
0,549,20649425,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,1,CARGA GENERAL,MIA,D.F.E.I. CORP,D.F.E.I. CORP,05-11-12 0:00,2,0,0,0,0,0,0
549,549,20699766,MIA,BEL,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,BEL,MIA-GRU-BEL,97,CONSOLIDADO,MIA,ASSOCIATED GLOBAL SYSTEMS INC.,ASSOCIATED GLOBAL SYSTEMS INC.,05-11-12 0:00,335,"7,042,657",1241.95,857.6,1512.35,1512.35,335
549,549,20699766,MIA,BEL,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,BEL,MIA-GRU-BEL,97,CONSOLIDADO,MIA,ASSOCIATED GLOBAL SYSTEMS INC.,ASSOCIATED GLOBAL SYSTEMS INC.,07-11-12 0:00,335,"1,533,342",270.4,857.6,1512.35,1512.35,335
549,549,20709360,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,STAR FREIGHT LOGISTICS LLC,STAR FREIGHT LOGISTICS LLC,05-11-12 0:00,57,242.25,404.85,242.25,404.85,404.85,57
0,549,20727361,MIA,NVT,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,NVT,MIA-CWB-NVT,97,CONSOLIDADO,MIA,FEDEX TRADE NETWORKS TRNSPT BRKG INC,FEDEX TRADE NETWORKS TRNSPT BRKG INC,05-11-12 0:00,24,0,0,0,0,0,0
0,549,20727361,MIA,NVT,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,NVT,MIA-CWB-NVT,97,CONSOLIDADO,MIA,FEDEX TRADE NETWORKS TRNSPT BRKG INC,FEDEX TRADE NETWORKS TRNSPT BRKG INC,07-11-12 0:00,24,0,0,0,0,0,0
0,549,20727372,MIA,NVT,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,NVT,MIA-CWB-NVT,97,CONSOLIDADO,MIA,FEDEX TRADE NETWORKS TRNSPT BRKG INC,FEDEX TRADE NETWORKS TRNSPT BRKG INC,05-11-12 0:00,432,0,0,0,0,0,0
0,549,20727372,MIA,NVT,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,NVT,MIA-CWB-NVT,97,CONSOLIDADO,MIA,FEDEX TRADE NETWORKS TRNSPT BRKG INC,FEDEX TRADE NETWORKS TRNSPT BRKG INC,07-11-12 0:00,432,0,0,0,0,0,0
549,549,20743881,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,97,CONSOLIDADO,MIA,SDV USA INC,SDV USA INC,01-11-12 0:00,3000,3627.5,10374.38,3627.5,10374.38,10374.38,3627.5
549,549,20743892,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,97,CONSOLIDADO,MIA,SDV USA INC,SDV USA INC,02-11-12 0:00,1774,1774,5091.9,1774,5091.9,5091.9,1758
0,549,20743925,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,1,CARGA GENERAL,MIA,SDV USA INC,SDV USA INC,07-11-12 0:00,3006,0,0,0,0,0,0
549,549,20743940,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,97,CONSOLIDADO,MIA,SDV USA INC,SDV USA INC,02-11-12 0:00,930,"9,310,001",2689.35,931,2689.35,2689.35,518
549,549,20861794,MIA,THE,USA,,NA_USA_Florida,,MIA,,MIA,THE,MIA-GRU-BSB-THE,97,CONSOLIDADO,MIA,MAINFREIGHT INC,MAINFREIGHT INC,31-10-12 0:00,53,"4,454,337","5,399,999",302.4,422.6,366.6,35.8
549,549,20861794,MIA,THE,USA,,NA_USA_Florida,,MIA,,MIA,THE,MIA-GRU-BSB-THE,97,CONSOLIDADO,MIA,MAINFREIGHT INC,MAINFREIGHT INC,05-11-12 0:00,53,"1,484,779",18,302.4,422.6,366.6,35.8
549,549,20861794,MIA,THE,USA,,NA_USA_Florida,,MIA,,MIA,THE,MIA-GRU-BSB-THE,97,CONSOLIDADO,MIA,MAINFREIGHT INC,MAINFREIGHT INC,06-11-12 0:00,53,"2,430,089",294.6,302.4,422.6,366.6,35.8
549,549,20975942,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,INTER-AMERICAN MOVERS AND FORWARDERS LLC,INTER-AMERICAN MOVERS AND FORWARDERS LLC,05-11-12 0:00,25,105.75,218.25,105.75,218.25,218.25,25
0,549,21046793,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA,CNF,MIA-CNF,97,CONSOLIDADO,MIA,DAMCO USA DBA APM GLOBAL LOGISTICS,DAMCO USA DBA APM GLOBAL LOGISTICS,05-11-12 0:00,100,0,0,0,0,0,0
549,549,21047423,MIA,SSA,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,SSA,MIA,SSA,MIA-SSA,1,CARGA GENERAL,MIA,"PLANET FREIGHT SERVICES, INC.",PLANET,05-11-12 0:00,200,240,263,240,263,263,91
549,549,21047434,MIA,SSA,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,SSA,MIA,SSA,MIA-SSA,1,CARGA GENERAL,MIA,"PLANET FREIGHT SERVICES, INC.",PLAN,05-11-12 0:00,60,113.05,142.05,113.05,142.05,142.05,16
549,549,21047445,MIA,SSA,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,SSA,MIA,SSA,MIA-SSA,1,CARGA GENERAL,MIA,"PLANET FREIGHT SERVICES, INC.",PLANET,05-11-12 0:00,60,214.2,238.49,214.2,238.49,238.49,39
0,549,21055333,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,617,MISCELANEO (CLASE 9),MIA,COMBE LOGISTICS INC.,COMBE LOGISTICS INC.,05-11-12 0:00,2,0,0,0,0,0,0
0,549,21109200,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,MIA,CWB,MIA-CWB,1,CARGA GENERAL,MIA,CLEARFREIGHT (A CALIFORNIA CORP.),CLEARFREIGHT (A CALIFORNIA CORP.),05-11-12 0:00,52,0,0,0,0,0,0
0,549,21187913,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,97,CONSOLIDADO,MIA,AGILITY LOGISTICS CORP,AGILITY LOGISTICS CORP,05-11-12 0:00,466,0,0,0,0,0,0
0,549,21187924,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,97,CONSOLIDADO,MIA,AGILITY LOGISTICS CORP,AGILITY LOGISTICS CORP,05-11-12 0:00,10,0,0,0,0,0,0
549,549,21224836,MIA,FLN,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,FLN,MIA-VCP-FLN,97,CONSOLIDADO,MIA,OTS GLOBAL LOGISTICS (MIA) INC,OTS GLOBAL LOGISTIC,01-11-12 0:00,2,227.85,226.85,227.85,262.85,226.85,0.45
549,549,21224836,MIA,FLN,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,FLN,MIA-VCP-FLN,97,CONSOLIDADO,MIA,OTS GLOBAL LOGISTICS (MIA) INC,OTS GLOBAL LOGISTIC,06-11-12 0:00,2,0,0,227.85,262.85,226.85,0.45
0,549,21224840,MIA,FLN,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,FLN,MIA-VCP-FLN,1,CARGA GENERAL,MIA,OTS GLOBAL LOGISTICS (MIA) INC,OTS GLOBAL,07-11-12 0:00,10,0,0,0,0,0,0
0,549,21224840,MIA,FLN,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,OTBRA,MIA,FLN,MIA-VCP-FLN,1,CARGA GENERAL,MIA,OTS GLOBAL LOGISTICS (MIA) INC,OTS GLOBAL,08-11-12 0:00,10,0,0,0,0,0,0
0,549,21227835,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,97,CONSOLIDADO,MIA,IJS GLOBAL INC.,IJS GLOBAL INC.,05-11-12 0:00,13,0,0,0,0,0,0
549,549,21228502,MIA,SSA,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,SSA,MIA,SSA,MIA-SSA,97,CONSOLIDADO,MIA,A CUSTOMS BROKERAGE INC,A CUSTOMS BROKERAGE INC,05-11-12 0:00,935,2141.3,2070.24,2141.3,2070.24,2070.24,931
0,549,21229810,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA,CNF,MIA-CNF,1,CARGA GENERAL,MIA,CARGO MANAGEMENT GROUP INC,CARGO MANAGEMENT GROUP INC,05-11-12 0:00,100,0,0,0,0,0,0
0,549,21229891,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,97,CONSOLIDADO,MIA,CARGO MANAGEMENT GROUP INC,CARGO MANAGEMENT GROUP INC,05-11-12 0:00,200,0,0,0,0,0,0
549,549,21232212,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,MIA-MAO,97,CONSOLIDADO,MIA,DSECARGONET USA INC,DSECARGONET USA INC,02-11-12 0:00,4564,7372.9,7426.9,7372.9,7426.9,7426.9,3710
0,549,21254704,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,1,CARGA GENERAL,MIA,GNH LOGISTICS INC,GNH LOGISTICS INC,05-11-12 0:00,1202,0,0,0,0,0,0
549,549,21255242,MIA,SSA,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,SSA,MIA,SSA,MIA-SSA,97,CONSOLIDADO,MIA,EXPERT LOG LLC,EXPERT LOG LLC,05-11-12 0:00,15,120,149,120,149,149,15
0,549,21257456,MIA,BSB,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,BSB,MIA,BSB,MIA-VCP-BSB,517,OTROS DG,MIA,PORT AIR CARGO INTERNATIONAL INC.,HARIS CORPORATION,11-10-12 0:00,501,0,0,0,0,0,0
0,549,21257456,MIA,BSB,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,BSB,MIA,BSB,MIA-VCP-BSB,517,OTROS DG,MIA,PORT AIR CARGO INTERNATIONAL INC.,HARIS CORPORATION,02-11-12 0:00,501,0,0,0,0,0,0
549,549,21259954,MIA,SSA,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,SSA,MIA,SSA,MIA-SSA,1,CARGA GENERAL,MIA,ASTRAL FREIGHT SERVICES INC,ASTRAL FREIGHT SERVICES INC,05-11-12 0:00,22,120,149,120,149,149,22
549,549,21268564,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,MIA-MAO,97,CONSOLIDADO,MIA,GEODIS WILSON USA INC,GEODIS WILSON USA INC,05-11-12 0:00,2472,4202.4,4237.4,4202.4,4237.4,4237.4,2472
549,549,21286344,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA,CNF,MIA-CNF,97,CONSOLIDADO,MIA,FAST GLOBAL LOGISTICS INC,FAST GLOBAL LOGISTICS INC,05-11-12 0:00,1050,3596.7,5967.7,3596.7,5967.7,5967.7,794
0,549,21295750,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,1,CARGA GENERAL,MIA,KERRY FREIGHT USA INCORPORATED,KERRY FREIGHT USA INCORPORATED,07-11-12 0:00,1503,0,0,0,0,0,0
549,549,21300296,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,AIT WORLDWIDE LOGISTICS INC,"AIT WORLWIDE LOGISTICS, INC",03-11-12 0:00,238,661.64,1136.94,661.64,1136.94,1136.94,235.5
0,549,21300322,MIA,BSB,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,BSB,MIA,BSB,MIA-SSA-BSB,1,CARGA GENERAL,MIA,AIT WORLDWIDE LOGISTICS INC,JAMES STEVEN FROST,05-11-12 0:00,523,0,0,0,0,0,0
0,549,21300322,MIA,BSB,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,BSB,MIA,BSB,MIA-SSA-BSB,1,CARGA GENERAL,MIA,AIT WORLDWIDE LOGISTICS INC,JAMES STEVEN FROST,06-11-12 0:00,523,0,0,0,0,0,0
549,549,21307064,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,97,CONSOLIDADO,MIA,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,05-11-12 0:00,167,338.8,659.5,338.8,659.5,659.5,94.5
549,549,21308033,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,97,CONSOLIDADO,MIA,UTI UNITED STATES INC,UTI UNITED STATES INC,01-11-12 0:00,780,937.2,2417.05,937.2,2417.05,2417.05,780.6
549,549,21308066,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA,CNF,MIA-CNF,97,CONSOLIDADO,MIA,UTI UNITED STATES INC,UTI UNITED STATES INC,05-11-12 0:00,50,90.16,173.96,90.16,173.96,173.96,11.3
0,549,21308070,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,1,CARGA GENERAL,MIA,UTI UNITED STATES INC,UTI UNITED STATES INC,07-11-12 0:00,200,0,0,0,0,0,0
549,549,21316676,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA,CNF,MIA-CNF,97,CONSOLIDADO,MIA,CAPITOL FREIGHT FWDG DBA JKR TRADING COR,CAPITOL FREIGHT FWDG DBA JKR TRADING COR,05-11-12 0:00,5010,2755.95,4652,2755.95,4652,4652,763
549,549,21317015,MIA,SSA,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,SSA,MIA,SSA,MIA-SSA,1,CARGA GENERAL,MIA,TACA FREIGHT FORWARDING CORP,TACA FREIGHT FORWARDING CORP,05-11-12 0:00,491,1898.05,1838.15,1898.05,1838.15,1838.15,162
549,549,21317030,MIA,SSA,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,SSA,MIA,SSA,MIA-SSA,1,CARGA GENERAL,MIA,TACA FREIGHT FORWARDING CORP,TACA FREIGHT FORWARDING CORP,05-11-12 0:00,1597,6148.45,5876.03,6148.45,5876.03,5876.03,513
0,549,21325135,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,97,CONSOLIDADO,MIA,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,05-11-12 0:00,15,0,0,0,0,0,0
549,549,21325765,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,517,OTROS DG,MIA,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,01-11-12 0:00,30,191.25,427.75,191.25,427.75,427.75,29.5
0,549,21334456,MIA,VCP,USA,Brazil,NA_USA_Florida,SA_Brazil_VCP,MIA,VCP,MIA,VCP,MIA-VCP,97,CONSOLIDADO,MIA,UPS SUPPLY CHAIN SOLUTIONS INC,UPS SUPPLY CHAIN SOLUTIONS INC,05-11-12 0:00,5,0,0,0,0,0,0
549,549,21335333,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,MIA,CWB,MIA-CWB,97,CONSOLIDADO,MIA,DHL GLOBAL FORWARDING,INTEL CORP.,02-11-12 0:00,902,-1353.23,507.3,-1353.23,507.3,507.3,705.5
0,549,21337831,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,97,CONSOLIDADO,MIA,QUEST CARGO INC,QUEST CARGO INC,05-11-12 0:00,110,0,0,0,0,0,0
0,549,21337842,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,MIA,CWB,MIA-CWB,97,CONSOLIDADO,MIA,QUEST CARGO INC,QUEST CARGO INC,05-11-12 0:00,16,0,0,0,0,0,0
0,549,21339695,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,MIA,CWB,MIA-CWB,1,CARGA GENERAL,MIA,SYSTEM AMERICAN CARGO CORP,SYSTEM AMERICAN CARGO CORP,05-11-12 0:00,450,0,0,0,0,0,0
549,549,21345041,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA,CNF,MIA-CNF,97,CONSOLIDADO,MIA,FOCUSCARGO INC,FOCUSCARGO INC,05-11-12 0:00,7800,75,150.3,75,150.3,150.3,9
549,549,21346150,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA,CNF,MIA-CNF,97,CONSOLIDADO,MIA,TERMINAL TRANSPORT INC,TERMINAL TRANSPORT INC,05-11-12 0:00,105,285,516,285,516,516,62
0,549,21350534,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,97,CONSOLIDADO,MIA,NNR GLOBAL LOGISTICS USA INC,NNR GLOBAL LOGISTICS USA INC,05-11-12 0:00,7,0,0,0,0,0,0
549,549,21350545,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,MIA-MAO,97,CONSOLIDADO,MIA,NNR GLOBAL LOGISTICS USA INC,NNR GLOBAL LOGISTICS USA INC,04-11-12 0:00,12,75,155.4,75,155.4,155.4,8.3
0,549,21350556,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,MIA-MAO,97,CONSOLIDADO,MIA,NNR GLOBAL LOGISTICS USA INC,NNR GLOBAL,06-11-12 0:00,33,0,0,0,0,0,0
