codemp,prfawb,numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,OficinaOriCap,OficinaDesCap,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,FecVue,ChWei_BK,GrRev,NetRev,GrossRevSinProrr,SalesRevSinProrr,NetRevSinProrr,GrWeiTotAWB
45,45,90839243,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,UIO,IAH,UIO,IAH-MIA-UIO,97,CONSOLIDADO,HOU,LYNDEN AIR FREIGHT INC,LYNDEN AIR FREIGHT INC,30-10-12 0:00,137,0,0,329.4,321.16,277.24,137
45,45,90839243,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,UIO,IAH,UIO,IAH-MIA-UIO,97,CONSOLIDADO,HOU,LYNDEN AIR FREIGHT INC,LYNDEN AIR FREIGHT INC,02-11-12 0:00,137,329.4,277.24,329.4,321.16,277.24,137
45,45,90839254,IAH,PUQ,USA,Chile,NA_USA_South,SA_Chile,IAH,SCL,IAH,PUQ,IAH-MIA-SCL-PUQ,1,CARGA GENERAL,HOU,LYNDEN AIR FREIGHT INC,LYNDEN AIR FREIGHT INC,30-10-12 0:00,5,0,0,75,155.12,153.92,4.5
45,45,90839254,IAH,PUQ,USA,Chile,NA_USA_South,SA_Chile,IAH,SCL,IAH,PUQ,IAH-MIA-SCL-PUQ,1,CARGA GENERAL,HOU,LYNDEN AIR FREIGHT INC,LYNDEN AIR FREIGHT INC,01-11-12 0:00,5,"3,215,953","6,599,993",75,155.12,153.92,4.5
45,45,90839254,IAH,PUQ,USA,Chile,NA_USA_South,SA_Chile,IAH,SCL,IAH,PUQ,IAH-MIA-SCL-PUQ,1,CARGA GENERAL,HOU,LYNDEN AIR FREIGHT INC,LYNDEN AIR FREIGHT INC,11-11-12 0:00,5,"7,178,405",147.32,75,155.12,153.92,4.5
0,45,90842614,IAD,EZE,USA,Argentina,NA_USA_NorthEast,SA_Argentina_EZE,JFK,EZE,IAD,EZE,IAD-JFK-LIM-EZE,1,CARGA GENERAL,IAD,EXPEDITORS INTL OF WASHINGTON INC.,EXPEDITORS INTL OF WASHINGTON INC.,02-11-12 0:00,1002,0,0,0,0,0,0
0,45,90842614,IAD,EZE,USA,Argentina,NA_USA_NorthEast,SA_Argentina_EZE,JFK,EZE,IAD,EZE,IAD-JFK-LIM-EZE,1,CARGA GENERAL,IAD,EXPEDITORS INTL OF WASHINGTON INC.,EXPEDITORS INTL OF WASHINGTON INC.,06-11-12 0:00,1002,0,0,0,0,0,0
0,45,90842614,IAD,EZE,USA,Argentina,NA_USA_NorthEast,SA_Argentina_EZE,JFK,EZE,IAD,EZE,IAD-JFK-LIM-EZE,1,CARGA GENERAL,IAD,EXPEDITORS INTL OF WASHINGTON INC.,EXPEDITORS INTL OF WASHINGTON INC.,06-11-12 0:00,1002,0,0,0,0,0,0
45,45,90844261,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,MIA-MAO,97,CONSOLIDADO,MIA,AGILITY LOGISTICS CORP,AGILITY LOGISTICS CORP,03-11-12 0:00,129,75,482.28,75,482.28,482.28,129.4
0,45,90844412,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,AGILITY LOGISTICS CORP,AGILITY LOGISTICS CORP,06-11-12 0:00,100,0,0,0,0,0,0
0,45,90844456,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,AGILITY LOGISTICS CORP,AGILITY LOGISTICS CORP,07-11-12 0:00,501,0,0,0,0,0,0
45,45,90846103,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,IAH,BOG,IAH-MIA-BOG,1,CARGA GENERAL,HOU,R.W. SMITH & CO.,R.W. SMITH & CO.,26-10-12 0:00,580,0,0,1406.9,6104.03,5566.85,2557.7
45,45,90846103,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,IAH,BOG,IAH-MIA-BOG,1,CARGA GENERAL,HOU,R.W. SMITH & CO.,R.W. SMITH & CO.,01-11-12 0:00,580,1406.9,5566.85,1406.9,6104.03,5566.85,2557.7
0,45,90846114,IAH,EZE,USA,Argentina,NA_USA_South,SA_Argentina_EZE,IAH,EZE,IAH,EZE,IAH-MIA-EZE,1,CARGA GENERAL,HOU,R.W. SMITH & CO.,R.W. SMITH & CO.,06-11-12 0:00,197,0,0,0,0,0,0
0,45,90846114,IAH,EZE,USA,Argentina,NA_USA_South,SA_Argentina_EZE,IAH,EZE,IAH,EZE,IAH-MIA-EZE,1,CARGA GENERAL,HOU,R.W. SMITH & CO.,R.W. SMITH & CO.,08-11-12 0:00,197,0,0,0,0,0,0
45,45,90865412,MIA,COR,USA,Argentina,NA_USA_Florida,SA_Argentina_COR,MIA,COR,MIA,COR,MIA-SCL-COR,1,CARGA GENERAL,MIA,NORAL CARGO INTL FREIGHT FWDRS,NORAL CARGO INTL FREIGHT FWDRS,30-10-12 0:00,835,1306.5,2406.81,1306.5,2681.51,2406.81,670
45,45,90865412,MIA,COR,USA,Argentina,NA_USA_Florida,SA_Argentina_COR,MIA,COR,MIA,COR,MIA-SCL-COR,1,CARGA GENERAL,MIA,NORAL CARGO INTL FREIGHT FWDRS,NORAL CARGO INTL FREIGHT FWDRS,02-11-12 0:00,835,0,0,1306.5,2681.51,2406.81,670
45,45,90865423,MIA,COR,USA,Argentina,NA_USA_Florida,SA_Argentina_COR,MIA,COR,MIA,COR,MIA-SCL-COR,1,CARGA GENERAL,MIA,NORAL CARGO INTL FREIGHT FWDRS,NORAL CARGO INTL FREIGHT FWDRS,01-11-12 0:00,150,"3,719,866",831.84,384.15,859.04,859.04,136
45,45,90865423,MIA,COR,USA,Argentina,NA_USA_Florida,SA_Argentina_COR,MIA,COR,MIA,COR,MIA-SCL-COR,1,CARGA GENERAL,MIA,NORAL CARGO INTL FREIGHT FWDRS,NORAL CARGO INTL FREIGHT FWDRS,05-11-12 0:00,150,"1,216,344",27.2,384.15,859.04,859.04,136
45,45,90865434,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA,SJO,MIA-SJO,1,CARGA GENERAL,MIA,NORAL CARGO INTL FREIGHT FWDRS,NORAL,01-11-12 0:00,100,318.5,318.5,318.5,318.5,318.5,102
45,45,90866075,MIA,ASU,USA,Paraguay,NA_USA_Florida,SA_Paraguay,MIA,ASU,MIA,ASU,MIA-ASU,517,OTROS DG,MIA,"PARIMEX, INC.","PARIMEX, INC.",03-11-12 0:00,4000,"8,532,199",17320.28,8532.2,17320.28,17320.28,4612
45,45,90866720,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA,EZE,MIA-EZE,97,CONSOLIDADO,MIA,U.S.A. CARGO CORP,U.S.A. CARGO CORP,01-11-12 0:00,2004,1979.25,5591.5,1979.25,5591.5,5591.5,1885
0,45,90866731,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA,EZE,MIA-EZE,97,CONSOLIDADO,MIA,U.S.A. CARGO CORP,USA CARGO CORP,06-11-12 0:00,1928,0,0,0,0,0,0
0,45,90870205,MIA,SCL,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA,SCL,MIA-SCL,1,CARGA GENERAL,MIA,VORTEX WORLDWIDE LOGISTICS CORP,VORTEX WORLDWIDE LOGISTICS CORP,04-11-12 0:00,1002,0,0,0,0,0,0
45,45,90873145,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA,GUA,MIA-GUA,1,CARGA GENERAL,MIA,ASC MIAMI CORP,ASC MIAMI CORP,04-11-12 0:00,32,105,105,105,105,105,26
45,45,90873650,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA,EZE,MIA-EZE,1,CARGA GENERAL,MIA,"AMCAR FREIGHT, INC.",AMCAR,01-11-12 0:00,167,542.88,1052.68,542.88,1052.68,1052.68,104
45,45,90873661,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA,EZE,MIA-EZE,1,CARGA GENERAL,MIA,"AMCAR FREIGHT, INC.",AMCAR,01-11-12 0:00,3,75,240.3,75,240.3,240.3,2
45,45,90874895,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA,SJO,MIA-SJO,97,CONSOLIDADO,MIA,ECONOCARIBE CONSOLIDATORS,ECONOCARIBE CONSOLIDATORS,02-11-12 0:00,450,0,0,457.35,457.35,457.35,304.83
45,45,90874921,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA,SJO,MIA-SJO,97,CONSOLIDADO,MIA,ECONOCARIBE CONSOLIDATORS,ECONOCARIBE CONSOLIDATORS,04-11-12 0:00,80,120.15,120.15,120.15,120.15,120.15,70.76
45,45,90874932,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-LIM,97,CONSOLIDADO,MIA,ECONOCARIBE CONSOLIDATORS,O.T.I. CARGO INC,01-11-12 0:00,16,105,170,105,170,170,14.06
0,45,90876730,LAX,MAO,USA,Brazil,NA_USA_West,SA_Brazil_MAO,LAX,MAO,LAX,MAO,LAX-MIA-MAO,97,CONSOLIDADO,LAX,DSECARGONET USA INC,DSECARGONET USA INC,05-11-12 0:00,14687,0,0,0,0,0,0
0,45,90876730,LAX,MAO,USA,Brazil,NA_USA_West,SA_Brazil_MAO,LAX,MAO,LAX,MAO,LAX-MIA-MAO,97,CONSOLIDADO,LAX,DSECARGONET USA INC,DSECARGONET USA INC,09-11-12 0:00,14687,0,0,0,0,0,0
0,45,90881862,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-MIA-SCL,517,OTROS DG,JFK,UTI UNITED STATES INC,UTI UNITED STATES INC,24-10-12 0:00,92,0,0,0,0,0,0
0,45,90881862,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-MIA-SCL,517,OTROS DG,JFK,UTI UNITED STATES INC,UTI UNITED STATES INC,05-11-12 0:00,92,0,0,0,0,0,0
45,45,90882282,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,97,CONSOLIDADO,JFK,UTI UNITED STATES INC,UTI UNITED STATES INC,03-11-12 0:00,5,75,169.35,75,169.35,169.35,1
0,45,90882293,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,JFK-SCL,1,CARGA GENERAL,JFK,UTI UNITED STATES INC,UTI UNITED STATES INC,06-11-12 0:00,10,0,0,0,0,0,0
45,45,90882643,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,IAH,BOG,IAH-MIA-BOG,526,OVERSIZED,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,30-10-12 0:00,1444,0,0,4303.12,4195.54,3848.98,1444
45,45,90882643,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,IAH,BOG,IAH-MIA-BOG,526,OVERSIZED,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,03-11-12 0:00,1444,4303.12,3848.98,4303.12,4195.54,3848.98,1444
45,45,90882654,DFW,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,DFW,BOG,DFW-IAH-MIA-BOG,526,OVERSIZED,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,29-10-12 0:00,1328,0,0,4076.9,3974.98,3456.73,1382
45,45,90882654,DFW,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,DFW,BOG,DFW-IAH-MIA-BOG,526,OVERSIZED,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,30-10-12 0:00,1328,0,0,4076.9,3974.98,3456.73,1382
45,45,90882654,DFW,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,DFW,BOG,DFW-IAH-MIA-BOG,526,OVERSIZED,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,03-11-12 0:00,1328,4076.9,3456.73,4076.9,3974.98,3456.73,1382
0,45,90882680,DFW,COR,USA,Argentina,NA_USA_South,SA_Argentina_COR,IAH,COR,DFW,COR,DFW-IAH-MIA-SCL-COR,1,CARGA GENERAL,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,05-11-12 0:00,22,0,0,0,0,0,0
0,45,90882680,DFW,COR,USA,Argentina,NA_USA_South,SA_Argentina_COR,IAH,COR,DFW,COR,DFW-IAH-MIA-SCL-COR,1,CARGA GENERAL,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,06-11-12 0:00,22,0,0,0,0,0,0
0,45,90882680,DFW,COR,USA,Argentina,NA_USA_South,SA_Argentina_COR,IAH,COR,DFW,COR,DFW-IAH-MIA-SCL-COR,1,CARGA GENERAL,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,08-11-12 0:00,22,0,0,0,0,0,0
0,45,90882680,DFW,COR,USA,Argentina,NA_USA_South,SA_Argentina_COR,IAH,COR,DFW,COR,DFW-IAH-MIA-SCL-COR,1,CARGA GENERAL,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,10-11-12 0:00,22,0,0,0,0,0,0
45,45,90882735,DFW,SJO,USA,Costa_Rica,NA_USA_South,CA_Costa_Rica,IAH,SJO,DFW,SJO,DFW-IAH-MIA-SJO,97,CONSOLIDADO,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,01-11-12 0:00,98,0,0,188.16,422.29,362.91,98
45,45,90882735,DFW,SJO,USA,Costa_Rica,NA_USA_South,CA_Costa_Rica,IAH,SJO,DFW,SJO,DFW-IAH-MIA-SJO,97,CONSOLIDADO,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,02-11-12 0:00,98,0,0,188.16,422.29,362.91,98
45,45,90882735,DFW,SJO,USA,Costa_Rica,NA_USA_South,CA_Costa_Rica,IAH,SJO,DFW,SJO,DFW-IAH-MIA-SJO,97,CONSOLIDADO,DFW,HELLMANN WORLDWIDE LOGISTICS INC,HELLMANN WORLDWIDE LOGISTICS INC,06-11-12 0:00,98,188.16,362.91,188.16,422.29,362.91,98
45,45,90884872,MIA,PTY,USA,Panama,NA_USA_Florida,CA_Panama,MIA,PTY,MIA,PTY,MIA-PTY,1,CARGA GENERAL,CLT,EXPRESS AIR FREIGHT UNLIMITED INC.,EXPRESS AIR FREIGHT UNLIMITED INC.,04-11-12 0:00,460,268.5,1288.8,268.5,1288.8,1288.8,537
45,45,90884883,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,MIA-POA,97,CONSOLIDADO,CLT,EXPRESS AIR FREIGHT UNLIMITED INC.,EAF CLT,02-11-12 0:00,680,3731.5,3766.5,3731.5,3766.5,3766.5,655
45,45,90886692,ORD,BEL,USA,Brazil,NA_USA_Midwest,SA_Brazil_Others,CHI,OTBRA,ORD,BEL,ORD-JFK-GRU-BEL,97,CONSOLIDADO,CHI,RIM LOGISTICS LTD,RIM LOGISTICS LTD,29-08-12 0:00,30,0,0,120.3,120.3,"608,999,999,999,999",30
45,45,90886692,ORD,BEL,USA,Brazil,NA_USA_Midwest,SA_Brazil_Others,CHI,OTBRA,ORD,BEL,ORD-JFK-GRU-BEL,97,CONSOLIDADO,CHI,RIM LOGISTICS LTD,RIM LOGISTICS LTD,30-08-12 0:00,30,"7,289,114",36.9,120.3,120.3,"608,999,999,999,999",30
45,45,90886692,ORD,BEL,USA,Brazil,NA_USA_Midwest,SA_Brazil_Others,CHI,OTBRA,ORD,BEL,ORD-JFK-GRU-BEL,97,CONSOLIDADO,CHI,RIM LOGISTICS LTD,RIM LOGISTICS LTD,03-09-12 0:00,15,"2,370,443",12,60.15,120.3,"608,999,999,999,999",30
45,45,90886692,ORD,BEL,USA,Brazil,NA_USA_Midwest,SA_Brazil_Others,CHI,OTBRA,ORD,BEL,ORD-JFK-GRU-BEL,97,CONSOLIDADO,CHI,RIM LOGISTICS LTD,RIM LOGISTICS LTD,07-11-12 0:00,15,"2,370,443",12,60.15,120.3,"608,999,999,999,999",30
45,45,90887300,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,EZE,LAX,EZE,LAX-LIM-EZE,97,CONSOLIDADO,LAX,UTI UNITED STATES INC,UTI UNITED STATES INC,01-11-12 0:00,701,1425.15,3838.3,1478.32,3981.5,3981.5,696
45,45,90887300,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,EZE,LAX,EZE,LAX-LIM-EZE,97,CONSOLIDADO,LAX,UTI UNITED STATES INC,UTI UNITED STATES INC,03-11-12 0:00,701,"5,316,977",143.2,1478.32,3981.5,3981.5,696
0,45,90887860,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,IAH,BOG,IAH-MIA-BOG,97,CONSOLIDADO,HOU,KUEHNE & NAGEL INC,KUEHNE & NAGEL INC,14-08-12 0:00,689,0,0,0,0,0,0
0,45,90887860,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,IAH,BOG,IAH-MIA-BOG,97,CONSOLIDADO,HOU,KUEHNE & NAGEL INC,KUEHNE & NAGEL INC,05-11-12 0:00,689,0,0,0,0,0,0
0,45,90888825,ATL,CNF,USA,Brazil,NA_USA_SouthEast,SA_Brazil_Others,ATL,CNF,ATL,CNF,ATL-MIA-CNF,97,CONSOLIDADO,ATL,,CLEARFREIGHT,05-11-12 0:00,20,0,0,0,0,0,0
0,45,90888825,ATL,CNF,USA,Brazil,NA_USA_SouthEast,SA_Brazil_Others,ATL,CNF,ATL,CNF,ATL-MIA-CNF,97,CONSOLIDADO,ATL,,CLEARFREIGHT,11-11-12 0:00,20,0,0,0,0,0,0
0,45,90889411,IAH,GIG,USA,Brazil,NA_USA_South,SA_Brazil_GIG,IAH,GIG,IAH,GIG,IAH-MIA-GIG,97,CONSOLIDADO,HOU,"GLOBAL SHIPPING SERVICES, LLC","GLOBAL SHIPPING SERVICES, LLC",23-10-12 0:00,120,0,0,0,0,0,0
0,45,90889411,IAH,GIG,USA,Brazil,NA_USA_South,SA_Brazil_GIG,IAH,GIG,IAH,GIG,IAH-MIA-GIG,97,CONSOLIDADO,HOU,"GLOBAL SHIPPING SERVICES, LLC","GLOBAL SHIPPING SERVICES, LLC",05-11-12 0:00,120,0,0,0,0,0,0
0,45,90892631,MIA,LIM,USA,Peru,NA_USA_Florida,SA_Peru,MIA,LIM,MIA,LIM,MIA-LIM,1,CARGA GENERAL,MIA,GEODIS WILSON USA INC,GEODIS WILSON USA INC,07-11-12 0:00,501,0,0,0,0,0,0
45,45,90896923,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,1,CARGA GENERAL,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,28-10-12 0:00,777,"2,520,069","3,967,501",2544.3,4005.65,4005.65,343
45,45,90896923,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,VCP,LAX-MEX-VCP,1,CARGA GENERAL,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,02-11-12 0:00,777,"2,292,293",3608.9,2544.3,4005.65,4005.65,343
0,45,90896934,LAX,GUA,USA,Guatemala,NA_USA_West,CA_Guatemala,LAX,GUA,LAX,GUA,LAX-MIA-GUA,1,CARGA GENERAL,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,06-11-12 0:00,52,0,0,0,0,0,0
0,45,90896934,LAX,GUA,USA,Guatemala,NA_USA_West,CA_Guatemala,LAX,GUA,LAX,GUA,LAX-MIA-GUA,1,CARGA GENERAL,LAX,VANTEC WORLD TRANSPORT (USA) INC,VANTEC WORLD TRANSPORT (USA) INC,11-11-12 0:00,52,0,0,0,0,0,0
45,45,90904671,IAH,GIG,USA,Brazil,NA_USA_South,SA_Brazil_GIG,IAH,GIG,IAH,GIG,IAH-MIA-CFB-GIG,97,CONSOLIDADO,HOU,PANALPINA INC,PANALPINA INC,24-10-12 0:00,451,0,0,1240.25,2054.79,1946.55,451
45,45,90904671,IAH,GIG,USA,Brazil,NA_USA_South,SA_Brazil_GIG,IAH,GIG,IAH,GIG,IAH-MIA-CFB-GIG,97,CONSOLIDADO,HOU,PANALPINA INC,PANALPINA INC,01-11-12 0:00,451,1240.25,1946.55,1240.25,2054.79,1946.55,451
45,45,90904671,IAH,GIG,USA,Brazil,NA_USA_South,SA_Brazil_GIG,IAH,GIG,IAH,GIG,IAH-MIA-CFB-GIG,97,CONSOLIDADO,HOU,PANALPINA INC,PANALPINA INC,02-11-12 0:00,451,0,0,1240.25,2054.79,1946.55,451
45,45,90905172,MIA,POA,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,POA,MIA,POA,MIA-POA,97,CONSOLIDADO,CLT,EXPRESS AIR FREIGHT UNLIMITED INC.,EAF CLT,02-11-12 0:00,2063,11788.32,11823.32,11788.32,11823.32,11823.32,2060
45,45,90905194,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,MIA-GIG,97,CONSOLIDADO,MIA,EXPRESS AIR FREIGHT UNLIMITED INC.,EXPRESS AIR FREIGHT UNLIMITED INC.,05-11-12 0:00,10,75,155.4,75,155.4,155.4,5.9
45,45,90907655,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,DHL EXPRESS (USA) INC,DHL EXPRESS (USA) INC,06-11-12 0:00,200,110,552,110,552,552,110
45,45,90907865,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,519,COURIER,MIA,DHL EXPRESS (USA) INC,DHL EXPRESS (USA) INC,06-11-12 0:00,1336,550,2620,550,2620,2620,1085
45,45,90907876,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,MIA-GRU,519,COURIER,MIA,DHL EXPRESS (USA) INC,DHL EXPRESS (USA) INC,06-11-12 0:00,1336,482.5,2302.75,482.5,2302.75,2302.75,965
0,45,90908650,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,MIA-MAO,97,CONSOLIDADO,MIA,DHL EXPRESS (USA) INC,DHL EXPRESS (USA) INC,01-11-12 0:00,401,0,0,0,0,0,0
0,45,90908661,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,MIA-MAO,97,CONSOLIDADO,MIA,DHL EXPRESS (USA) INC,DHL EXPRESS (USA) INC,01-11-12 0:00,451,0,0,0,0,0,0
45,45,90909803,ORD,LIM,USA,Peru,NA_USA_Midwest,SA_Peru,CHI,LIM,ORD,LIM,ORD-MIA-MAO-LIM,517,OTROS DG,CHI,SCHENKER INC.,SCHENKER,31-10-12 0:00,51,0,0,158.1,351.78,316.78,51
45,45,90909803,ORD,LIM,USA,Peru,NA_USA_Midwest,SA_Peru,CHI,LIM,ORD,LIM,ORD-MIA-MAO-LIM,517,OTROS DG,CHI,SCHENKER INC.,SCHENKER,02-11-12 0:00,51,158.1,316.78,158.1,351.78,316.78,51
45,45,90909803,ORD,LIM,USA,Peru,NA_USA_Midwest,SA_Peru,CHI,LIM,ORD,LIM,ORD-MIA-MAO-LIM,517,OTROS DG,CHI,SCHENKER INC.,SCHENKER,03-11-12 0:00,51,0,0,158.1,351.78,316.78,51
0,45,90910713,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-MIA-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,30-10-12 0:00,38,0,0,0,0,0,0
0,45,90910713,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-MIA-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,07-11-12 0:00,38,0,0,0,0,0,0
45,45,90910724,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL/CLE,31-10-12 0:00,46,0,0,264.96,254.36,206.48,46
45,45,90910724,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL/CLE,01-11-12 0:00,46,0,0,264.96,254.36,206.48,46
45,45,90910724,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL/CLE,02-11-12 0:00,46,264.96,206.48,264.96,254.36,206.48,46
0,45,90910735,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,31-10-12 0:00,118,0,0,0,0,0,0
0,45,90910735,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,01-11-12 0:00,118,0,0,0,0,0,0
0,45,90910735,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,02-11-12 0:00,118,0,0,0,0,0,0
0,45,90910746,CLE,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,CLE,GYE,CLE-ORD-JFK-GYE,1,CARGA GENERAL,CLE,DHL DANZAS AIR OCEAN DBA DANZAS AEI INC,DHL CLE,01-11-12 0:00,35,0,0,0,0,0,0
