codemp,prfawb,numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,OficinaOriCap,OficinaDesCap,PosOri,PosDes,tramo,escala,codpro,dsc_producto,codage,posage,NomAge,codshp,posshp,NomShp,dnmvue,numvue,tipvue,FecVue,FchDsp,FchEta,ChWei_BK,GrWei_BK,chwei_awb,grwei_awb,chwei,grwei,HayWhr,GrRev,NetRev,CostoAllot,Interl,Comision,Others_Incomes,DueCarrier,GrossRevSinProrr,SalesRevSinProrr,NetRevSinProrr,matricula,material,Tramos,ChWeiTotAWB,GrWeiTotAWB,TipoServicio,PasaSCL,PasaMIA,PasaLAX,PasaJFK,PasaMEX,PasaGDL,Actualizacion,shsh,prioCpty,FeedbackOp,TipVueRCP,TpotarBk,StsRva,FchWhr,Bode,Piezas,Piezas_BK
45,45,90936963,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,MEX,1,1,1,CARGA GENERAL,9215,LAX,DACHSER TRANSPORT OF AMERICA,9215,LAX,DACHSER TRANSPORT OF AMERICA,M7,6875,C,05-11-12 0:00,05-11-12 5:01,05-11-12 10:38,48,48,48,48,48.33,48,1,"3,521,963",55.2,0,0,0,0,"150,417,179,993,081",249.6,391.2,391.2,N526LA,B767-300F,LAX-MEX-VCP,48,48,only Cargo,NO,NO,YES,NO,YES,NO,06-11-12 3:36,1,0,,,PESO,Flown,11-01-12 0:01,LAX,1,1
45,45,90936963,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,MEX,VCP,2,2,1,CARGA GENERAL,9215,LAX,DACHSER TRANSPORT OF AMERICA,9215,LAX,DACHSER TRANSPORT OF AMERICA,M7,6821,C,07-11-12 0:00,06-11-12 19:15,07-11-12 10:05,48,48,48,48,48.33,48,1,"2,143,804",336,0,0,0,0,"915,582,822,085,889",249.6,391.2,391.2,N526LA,B767-300F,LAX-MEX-VCP,48,48,only Cargo,NO,NO,YES,NO,YES,NO,06-11-12 3:36,1,1,,,PESO,Booked,11-01-12 0:01,LAX,1,1
0,45,90936974,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,LAX,MEX,1,1,97,CONSOLIDADO,9215,LAX,DACHSER TRANSPORT OF AMERICA,924422,B69,DACHSER TRANSPORT OF AMERICA,M7,6827,C,06-11-12 0:00,06-11-12 11:10,06-11-12 16:40,26,26,26,26,26,26,1,0,0,0,0,0,0,0,0,0,0,N526LA,B767-300F,LAX-MEX-VCP,0,0,only Cargo,NO,NO,YES,NO,YES,NO,06-11-12 3:36,1,1,,,PESO,Booked,11-05-12 18:22,LAX,1,1
0,45,90936974,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,VCP,MEX,VCP,2,2,97,CONSOLIDADO,9215,LAX,DACHSER TRANSPORT OF AMERICA,924422,B69,DACHSER TRANSPORT OF AMERICA,M7,6821,C,07-11-12 0:00,06-11-12 19:15,07-11-12 10:05,26,26,26,26,26,26,1,0,0,0,0,0,0,0,0,0,0,N526LA,B767-300F,LAX-MEX-VCP,0,0,only Cargo,NO,NO,YES,NO,YES,NO,06-11-12 3:36,1,1,,,PESO,Booked,11-05-12 18:22,LAX,1,1
0,45,90936985,SFO,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,SFO,VCP,SFO,LAX,1,1,97,CONSOLIDADO,9215,LAX,DACHSER TRANSPORT OF AMERICA,952560,D44,DACHSER TRANSPORT OF AMERICA,TQJ,123,T,02-11-12 0:00,03-11-12 5:00,03-11-12 13:58,530,530,530,530,536,536,1,0,0,0,0,0,0,0,0,0,0,,,SFO-LAX-MEX-VCP,0,0,only Cargo,NO,NO,YES,NO,YES,NO,06-11-12 3:36,1,,,,PESO,Flown,11-02-12 10:20,SFO,2,2
0,45,90936985,SFO,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,SFO,VCP,LAX,MEX,2,2,97,CONSOLIDADO,9215,LAX,DACHSER TRANSPORT OF AMERICA,952560,D44,DACHSER TRANSPORT OF AMERICA,M7,6875,C,05-11-12 0:00,05-11-12 5:01,05-11-12 10:38,530,530,530,530,536,536,1,0,0,0,0,0,0,0,0,0,0,N526LA,B767-300F,SFO-LAX-MEX-VCP,0,0,only Cargo,NO,NO,YES,NO,YES,NO,06-11-12 3:36,1,0,,,PESO,Flown,11-03-12 13:58,LAX,2,2
0,45,90936985,SFO,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,SFO,VCP,MEX,VCP,3,3,97,CONSOLIDADO,9215,LAX,DACHSER TRANSPORT OF AMERICA,952560,D44,DACHSER TRANSPORT OF AMERICA,M7,6821,C,07-11-12 0:00,06-11-12 19:15,07-11-12 10:05,530,530,530,530,536,536,1,0,0,0,0,0,0,0,0,0,0,N526LA,B767-300F,SFO-LAX-MEX-VCP,0,0,only Cargo,NO,NO,YES,NO,YES,NO,06-11-12 3:36,1,1,,,PESO,Booked,11-02-12 10:20,SFO,2,2
45,45,90937626,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA,GRU,1,1,97,CONSOLIDADO,43,MIA,PANALPINA INC,43,MIA,PANALPINA INC,JJ,8091,P,06-11-12 0:00,06-11-12 0:00,06-11-12 0:00,449,363,394.5,135,394.5,135,0,248.54,1013.37,0,0,0,0,"729,829,996,483,394",248.54,1013.37,1013.37,,,MIA-GRU,394.5,135,Only Pax,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,EDIT ROUTING 02/nov/2012 19:14,,PESO,Booked,,MIA,2,1
0,45,90938094,MIA,GIG,USA,Brazil,NA_USA_Florida,SA_Brazil_GIG,MIA,GIG,MIA,GIG,1,1,1,CARGA GENERAL,10246,STL,UNIGROUP WORLDWIDE UTS DBA UNITED VAN LI,10246,STL,UNIGROUP WORLDWIDE UTS DBA UNITED VAN LI,UC,1404,C,05-11-12 0:00,06-11-12 10:00,06-11-12 21:05,237,100,238,100,230.72,105,1,0,0,0,0,0,0,0,0,0,0,N778LA,B777-200F,MIA-GIG,0,0,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Manifested,11-02-12 20:29,MIA,1,1
45,45,90938470,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,MIA,1,1,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,975482,D44,KINTETSU WORLD EXPRESS (USA) INC,TPR,1,T,01-11-12 0:00,01-11-12 23:00,01-11-12 23:06,768,300,673,299.8,678.31,295,1,0,0,0,0,0,0,0,1144.1,2403.39,2258.69,,,ORD-MIA-SCL,673,299.8,Only Pax,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-01-12 15:11,ORD,3,3
45,45,90938470,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,MIA,SCL,2,2,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,975482,D44,KINTETSU WORLD EXPRESS (USA) INC,LA,503,P,03-11-12 0:00,03-11-12 22:30,04-11-12 7:48,768,300,673,299.8,678.31,295,1,1144.1,2258.69,0,"-144,699,996,246,269","-457,599,988,129,181",0,"124,504,996,770,157",1144.1,2403.39,2258.69,CC-CWN,B767-300,ORD-MIA-SCL,673,299.8,Only Pax,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-03-12 0:40,MIA,3,3
0,45,90938606,ORD,LIM,USA,Peru,NA_USA_Midwest,SA_Peru,CHI,LIM,ORD,MIA,1,1,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,307854,EM8,KINTETSU,TPR,1,T,31-10-12 0:00,31-10-12 23:00,01-11-12 8:57,414,127,415.5,127,415.5,127,1,0,0,0,0,0,0,0,0,0,0,,,ORD-MIA-LIM,0,0,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,10/30/2012 19:47:00,ORD,2,2
0,45,90938606,ORD,LIM,USA,Peru,NA_USA_Midwest,SA_Peru,CHI,LIM,MIA,LIM,2,2,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,307854,EM8,KINTETSU,UC,1401,C,07-11-12 0:00,07-11-12 7:40,07-11-12 13:20,414,127,415.5,127,415.5,127,1,0,0,0,0,0,0,0,0,0,0,CC-CZZ,B767-300F,ORD-MIA-LIM,0,0,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-05-12 20:48,MIA,2,2
45,45,90938610,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,MIA,1,1,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,964495,D44,KINTETSU,TPR,1,T,01-11-12 0:00,01-11-12 23:00,01-11-12 23:06,2,1,1,1,1,1,1,0,0,0,0,0,0,0,75,137,102,,,ORD-MIA-VCP,1,1,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-01-12 15:10,ORD,1,1
45,45,90938610,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,MIA,VCP,2,2,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,964495,D44,KINTETSU,UC,1402,C,03-11-12 0:00,03-11-12 9:27,03-11-12 20:17,2,1,1,1,1,1,1,75,102,0,-35,-3,0,30,75,137,102,N772LA,B767-300F,ORD-MIA-VCP,1,1,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-03-12 0:40,MIA,1,1
45,45,90938621,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,MIA,1,1,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,987233,D44,KINTESTSU,TPR,1,T,01-11-12 0:00,01-11-12 23:00,01-11-12 23:06,17,16,17,15,16.67,15,1,0,0,0,0,0,0,0,130.9,474.56,439.56,,,ORD-MIA-SCL-EZE,17,15,Standard,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-01-12 16:27,ORD,2,2
45,45,90938621,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,MIA,SCL,2,2,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,987233,D44,KINTESTSU,RF,769,C,04-11-12 0:00,04-11-12 15:27,05-11-12 1:33,17,16,17,15,16.67,15,1,"1,302,299",437.31,0,"-348,208,433,764,464","-521,317,769,407,369",0,"222,753,909,485,324",130.9,474.56,439.56,N422LA,B767-300F,ORD-MIA-SCL-EZE,17,15,Standard,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,98,CHANGED BY PORTEGAR/SCLSV001 05/nov/2012 01:50,,PESO,Flown,11-03-12 11:38,MIA,2,2
45,45,90938621,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,SCL,EZE,3,3,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,987233,D44,KINTESTSU,RF,571,C,05-11-12 0:00,05-11-12 2:28,05-11-12 4:15,17,16,17,15,16.67,15,1,0.670045,2.25,0,-0.179156429156429,-2.68E+12,0,"114,608,927,108,927",130.9,474.56,439.56,N422LA,B767-300F,ORD-MIA-SCL-EZE,17,15,Standard,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,11-01-12 16:27,ORD,2,2
45,45,90938632,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,JFK,1,1,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,THX,99,T,03-11-12 0:00,03-11-12 23:00,04-11-12 11:43,134,90,135,91.2,91.2,91.2,1,0,0,0,0,0,0,0,243,612.78,574.98,,,ORD-JFK-SCL-EZE,135,91.2,Only Pax,YES,NO,NO,YES,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-04-12 11:50,JFK,1,1
45,45,90938632,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,JFK,SCL,2,2,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,LA,533,P,05-11-12 0:00,05-11-12 20:01,06-11-12 8:42,134,90,135,91.2,91.2,91.2,1,"2,372,185",561.3,0,"-369,006,566,116,634","-948,874,027,157,059",0,"248,444,897,028,263",243,612.78,574.98,CC-CZU,B767-300,ORD-JFK-SCL-EZE,135,91.2,Only Pax,YES,NO,NO,YES,NO,NO,06-11-12 3:36,1,0,,,PESO,Flown,11-04-12 11:50,JFK,1,1
45,45,90938632,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,SCL,EZE,3,3,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,LA,445,P,06-11-12 0:00,06-11-12 14:45,06-11-12 16:45,134,90,135,91.2,91.2,91.2,1,"5,781,488",13.68,0,-0.899342605891761,-0.23125952722931,0,"605,509,770,368,923",243,612.78,574.98,B-767,B767-300,ORD-JFK-SCL-EZE,135,91.2,Only Pax,YES,NO,NO,YES,NO,NO,06-11-12 3:36,1,0,,,PESO,Booked,11-04-12 11:50,JFK,1,1
45,45,90938750,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,MIA,1,1,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,977323,D44,KINTESTSU,TPR,1,T,01-11-12 0:00,01-11-12 23:00,01-11-12 23:06,288,288,288,288,288,288,1,0,0,0,0,0,0,0,532.8,1079.29,1017.37,,,ORD-MIA-VCP,288,288,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-01-12 15:06,ORD,12,12
45,45,90938750,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,MIA,VCP,2,2,97,CONSOLIDADO,2005,CHI,KINTETSU WORLD EXPRESS (USA) INC,977323,D44,KINTESTSU,M3,9835,C,04-11-12 0:00,04-11-12 2:44,04-11-12 16:15,288,288,288,288,288,288,1,532.8,1017.37,0,"-619,199,997,028,183","-213,099,998,977,238",0,"532,799,997,442,855",532.8,1079.29,1017.37,N524LA,B767-300F,ORD-MIA-VCP,288,288,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-03-12 0:40,MIA,12,12
45,45,90938945,PHL,GRU,USA,Brazil,NA_USA_NorthEast,SA_Brazil_GRU,JFK,GRU,PHL,MIA,1,1,97,CONSOLIDADO,2005,PHL,KINTETSU WORLD EXPRESS (USA) INC,970471,D44,KINTETSU WORLD EXPRESS (USA) INC,TLD,111,T,31-10-12 0:00,31-10-12 22:00,02-11-12 21:16,1595,1145,1651.5,1145.8,1637.21,1149,1,0,0,0,0,0,0,0,4211.32,7601.6,6819.45,,,PHL-MIA-GRU,1651.5,1145.8,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-02-12 21:16,MIA,11,8
45,45,90938945,PHL,GRU,USA,Brazil,NA_USA_NorthEast,SA_Brazil_GRU,JFK,GRU,MIA,GRU,2,2,97,CONSOLIDADO,2005,PHL,KINTETSU WORLD EXPRESS (USA) INC,970471,D44,KINTETSU WORLD EXPRESS (USA) INC,JJ,8091,P,03-11-12 0:00,03-11-12 0:00,03-11-12 0:00,1595,1145,1651.5,1145.8,1637.21,1149,1,4211.32,6819.45,0,"-782,150,022,401,172",0,0,"335,528,009,609,692",4211.32,7601.6,6819.45,,,PHL-MIA-GRU,1651.5,1145.8,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,0,,,PESO,Flown,11-02-12 21:16,MIA,11,8
0,45,90938956,PHL,FLN,USA,Brazil,NA_USA_NorthEast,SA_Brazil_Others,JFK,OTBRA,PHL,MIA,1,1,97,CONSOLIDADO,2005,ROC,KINTETSU WORLD EXPRESS (USA) INC,341136,EM8,KINTETSU WORLD EXPRESS (USA) INC,,,?,05-11-12 0:00,05-11-12 0:00,05-11-12 0:00,208,208,261,207.5,261,207.5,0,0,0,0,0,0,0,0,0,0,0,,,PHL-MIA-GRU-FLN,0,0,Only Pax,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Pending,,MIA,4,4
0,45,90938956,PHL,FLN,USA,Brazil,NA_USA_NorthEast,SA_Brazil_Others,JFK,OTBRA,MIA,GRU,2,2,97,CONSOLIDADO,2005,ROC,KINTETSU WORLD EXPRESS (USA) INC,341136,EM8,KINTETSU WORLD EXPRESS (USA) INC,JJ,8091,P,08-11-12 0:00,08-11-12 0:00,08-11-12 0:00,208,208,261,207.5,261,207.5,0,0,0,0,0,0,0,0,0,0,0,,,PHL-MIA-GRU-FLN,0,0,Only Pax,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,,MIA,4,4
0,45,90938956,PHL,FLN,USA,Brazil,NA_USA_NorthEast,SA_Brazil_Others,JFK,OTBRA,GRU,FLN,3,3,97,CONSOLIDADO,2005,ROC,KINTETSU WORLD EXPRESS (USA) INC,341136,EM8,KINTETSU WORLD EXPRESS (USA) INC,JJ,3185,P,09-11-12 0:00,09-11-12 0:00,09-11-12 0:00,208,208,261,207.5,261,207.5,0,0,0,0,0,0,0,0,0,0,0,,,PHL-MIA-GRU-FLN,0,0,Only Pax,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,,MIA,4,4
45,45,90939015,DFW,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,IAH,VCP,DFW,IAH,1,1,97,CONSOLIDADO,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,TLA,2902,T,31-10-12 0:00,01-11-12 2:30,01-11-12 9:37,30,30,45,30,38.33,30,1,0,0,0,0,0,0,0,75,209.12,165.82,,,DFW-IAH-MIA-VCP,45,30,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-01-12 9:39,IAH,2,2
45,45,90939015,DFW,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,IAH,VCP,IAH,MIA,2,2,97,CONSOLIDADO,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,TBC,1828,T,01-11-12 0:00,02-11-12 2:30,02-11-12 23:14,30,30,45,30,38.33,30,1,0,0,0,0,0,0,0,75,209.12,165.82,,,DFW-IAH-MIA-VCP,45,30,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Flown,11-01-12 9:39,IAH,2,2
45,45,90939015,DFW,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,IAH,VCP,MIA,VCP,3,3,97,CONSOLIDADO,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,UC,1402,C,03-11-12 0:00,03-11-12 9:27,03-11-12 20:17,30,30,45,30,38.33,30,1,75,165.82,0,"-433,000,019,125,478","-338,000,014,929,357",0,"101,500,004,483,224",75,209.12,165.82,N772LA,B767-300F,DFW-IAH-MIA-VCP,45,30,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-02-12 23:14,MIA,2,2
45,45,90939026,DFW,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,IAH,VCP,DFW,IAH,1,1,97,CONSOLIDADO,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,TLA,1515,T,01-11-12 0:00,02-11-12 2:30,02-11-12 12:15,2893,2893,2893,2893,2888,2888,1,0,0,0,0,0,0,0,4339.5,9531.27,8533.18,,,DFW-IAH-MIA-VCP,2893,2893,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-02-12 12:15,IAH,3,3
45,45,90939026,DFW,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,IAH,VCP,IAH,MIA,2,2,97,CONSOLIDADO,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,TEN,7782,T,02-11-12 0:00,03-11-12 2:30,03-11-12 23:13,2893,2893,2893,2893,2888,2888,1,0,0,0,0,0,0,0,4339.5,9531.27,8533.18,,,DFW-IAH-MIA-VCP,2893,2893,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-02-12 12:15,IAH,3,3
45,45,90939026,DFW,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,IAH,VCP,MIA,VCP,3,3,97,CONSOLIDADO,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,2005,DFW,KINTETSU WORLD EXPRESS (USA) INC,M3,9835,C,04-11-12 0:00,04-11-12 2:44,04-11-12 16:15,2893,2893,2893,2893,2888,2888,1,4339.5,8533.18,0,"-998,089,963,448,196","-195,279,992,848,504",0,"535,204,980,399,856",4339.5,9531.27,8533.18,N524LA,B767-300F,DFW-IAH-MIA-VCP,2893,2893,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,3,,,PESO,Flown,11-03-12 23:27,MIA,3,3
0,45,90943145,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,1,1,97,CONSOLIDADO,631953,MIA,PRIME AIR CARGO,631953,MIA,PRIME AIR CARGO,JJ,8077,P,06-11-12 0:00,06-11-12 0:00,06-11-12 0:00,175,175,175,175,175,175,1,0,0,0,0,0,0,0,0,0,0,,,MIA-MAO,0,0,Only Pax,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Manifested,11-05-12 19:49,MIA,11,11
0,45,90943160,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,1,1,1,CARGA GENERAL,631953,MIA,PRIME AIR CARGO,-12899,,PRIME AIR CARGO,JJ,8077,P,08-11-12 0:00,08-11-12 0:00,08-11-12 0:00,1002,1000,1002,1000,1002,1000,0,0,0,0,0,0,0,0,0,0,0,,,MIA-MAO,0,0,Only Pax,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,1,,,PESO,Booked,,MIA,1,1
0,45,90943193,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,1,1,1,CARGA GENERAL,631953,MIA,PRIME AIR CARGO,-12899,,PRIME AIR CARGO,JJ,8077,P,07-11-12 0:00,07-11-12 0:00,07-11-12 0:00,1002,1000,1002,1000,1002,1000,0,0,0,0,0,0,0,0,0,0,0,,,MIA-MAO,0,0,Only Pax,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,1,,,PESO,Booked,,MIA,1,1
45,45,90943274,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,1,1,97,CONSOLIDADO,631953,MIA,PRIME AIR CARGO,631953,MIA,PRIME AIR CARGO,JJ,8077,P,02-11-12 0:00,02-11-12 0:00,02-11-12 0:00,1002,1000,461,349.72,492.58,350,1,75,1021.28,0,0,0,0,"911,280,026,141,368",75,1021.28,1021.28,,,MIA-MAO,461,349.72,Only Pax,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-01-12 15:32,MIA,2,3
45,45,90943285,MIA,MAO,USA,Brazil,NA_USA_Florida,SA_Brazil_MAO,MIA,MAO,MIA,MAO,1,1,97,CONSOLIDADO,631953,MIA,PRIME AIR CARGO,631953,MIA,PRIME AIR CARGO,JJ,8077,P,03-11-12 0:00,03-11-12 0:00,03-11-12 0:00,1002,1000,252,252,253,253,1,75,577.2,0,0,0,0,"466,200,009,859,525",75,577.2,577.2,,,MIA-MAO,252,252,Only Pax,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-02-12 20:07,MIA,13,1
45,45,90944910,PDX,UIO,USA,Ecuador,NA_USA_West,SA_Ecuador_UIO,LAX,UIO,PDX,SFO,1,1,1,CARGA GENERAL,633484,SFO,JAVELIN LOGISTICS CORPORATION.,879301,D44,JAVELIN LOGISTICS CORPORATION.,QJ,4,E,29-10-12 0:00,29-10-12 6:00,30-10-12 21:11,71,71,106,70.5,91.66,70,1,0,0,0,0,0,0,0,190.8,396,356,,,PDX-SFO-LIM-UIO,106,70.5,Only Pax,NO,NO,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Booked,10/30/2012 21:18:00,SFO,3,3
45,45,90944910,PDX,UIO,USA,Ecuador,NA_USA_West,SA_Ecuador_UIO,LAX,UIO,SFO,LIM,2,2,1,CARGA GENERAL,633484,SFO,JAVELIN LOGISTICS CORPORATION.,879301,D44,JAVELIN LOGISTICS CORPORATION.,LA,2609,P,01-11-12 0:00,01-11-12 12:41,01-11-12 23:40,71,71,106,70.5,91.66,70,1,"1,193,268","2,226,432",0,"-250,160,937,362,842",0,0,"128,332,560,867,138",190.8,396,356,CC-CXK,B767-300,PDX-SFO-LIM-UIO,106,70.5,Only Pax,NO,NO,NO,NO,NO,NO,05-11-12 3:08,1,1,CHANGED BY JRAMOS/LIMSV001 03/nov/2012 10:44,,PESO,Flown,10/30/2012 21:18:00,SFO,3,3
45,45,90944910,PDX,UIO,USA,Ecuador,NA_USA_West,SA_Ecuador_UIO,LAX,UIO,LIM,UIO,3,3,1,CARGA GENERAL,633484,SFO,JAVELIN LOGISTICS CORPORATION.,879301,D44,JAVELIN LOGISTICS CORPORATION.,LA,2588,P,03-11-12 0:00,03-11-12 13:14,03-11-12 15:49,71,71,106,70.5,91.66,70,1,"7,147,324","1,333,568",0,"-149,839,062,637,158",0,0,"768,674,391,328,619",190.8,396,356,CC-CQL,A319-100,PDX-SFO-LIM-UIO,106,70.5,Only Pax,NO,NO,NO,NO,NO,NO,05-11-12 3:08,1,0,CHANGED BY JRAMOS/LIMSV001 03/nov/2012 10:44,,PESO,Flown,10/30/2012 21:18:00,SFO,3,3
45,45,90944921,PDX,LIM,USA,Peru,NA_USA_West,SA_Peru,LAX,LIM,PDX,SFO,1,1,1,CARGA GENERAL,633484,SFO,JAVELIN LOGISTICS CORPORATION.,879267,D44,JAVELIN LOGISTICS CORPORATION.,QJ,4,E,30-10-12 0:00,30-10-12 6:00,01-11-12 22:38,77,34,78,33.5,85,34,1,0,0,0,0,0,0,0,459,693.5,653.5,,,PDX-SFO-LIM,78,33.5,Only Pax,NO,NO,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Booked,10/30/2012 21:14:00,SFO,2,2
