codemp,prfawb,numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,OficinaOriCap,OficinaDesCap,PosOri,PosDes,tramo,escala,codpro,dsc_producto,codage,posage,NomAge,codshp,posshp,NomShp,dnmvue,numvue,tipvue,FecVue,FchDsp,FchEta,ChWei_BK,GrWei_BK,chwei_awb,grwei_awb,chwei,grwei,HayWhr,GrRev,NetRev,CostoAllot,Interl,Comision,Others_Incomes,DueCarrier,GrossRevSinProrr,SalesRevSinProrr,NetRevSinProrr,matricula,material,Tramos,ChWeiTotAWB,GrWeiTotAWB,TipoServicio,PasaSCL,PasaMIA,PasaLAX,PasaJFK,PasaMEX,PasaGDL,Actualizacion,shsh,prioCpty,FeedbackOp,TipVueRCP,TpotarBk,StsRva,FchWhr,Bode,Piezas,Piezas_BK
0,45,91312535,ORD,GRU,USA,Brazil,NA_USA_Midwest,SA_Brazil_GRU,CHI,GRU,ORD,JFK,1,1,1,CARGA GENERAL,1856,CHI,BDP INTERNATIONAL INC,9184,B69,BDP ORD,THX,99,T,07-11-12 0:00,08-11-12 0:00,08-11-12 16:00,461,281,461,281,461,281,0,0,0,0,0,0,0,0,0,0,0,,,ORD-JFK-GRU,0,0,Only Pax,NO,NO,NO,YES,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,,JFK,2,2
0,45,91312535,ORD,GRU,USA,Brazil,NA_USA_Midwest,SA_Brazil_GRU,CHI,GRU,JFK,GRU,2,2,1,CARGA GENERAL,1856,CHI,BDP INTERNATIONAL INC,9184,B69,BDP ORD,JJ,8083,P,09-11-12 0:00,09-11-12 0:00,09-11-12 0:00,461,281,461,281,461,281,0,0,0,0,0,0,0,0,0,0,0,,,ORD-JFK-GRU,0,0,Only Pax,NO,NO,NO,YES,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,,JFK,2,2
45,45,91312561,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,IND,MIA,1,1,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,934875,D44,BDP IND,TPR,50,T,30-10-12 0:00,30-10-12 22:00,01-11-12 23:06,2,2,4,2,2.62,2,1,0,0,0,0,0,0,0,155,148.8,78.8,,,IND-MIA-SJO,4,2,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-01-12 23:06,MIA,1,1
45,45,91312561,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,MIA,SJO,2,2,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,934875,D44,BDP IND,UC,1201,C,03-11-12 0:00,03-11-12 0:15,03-11-12 2:10,2,2,4,2,2.62,2,1,155,78.8,0,"-700,000,027,109,524","-620,000,024,011,292",0,0,155,148.8,78.8,N418LA,B767-300F,IND-MIA-SJO,4,2,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-01-12 23:06,MIA,1,1
45,45,91312616,MIA,PTY,USA,Panama,NA_USA_Florida,CA_Panama,MIA,PTY,MIA,PTY,1,1,97,CONSOLIDADO,1856,MIA,BDP INTERNATIONAL INC,1856,MIA,BDP INTERNATIONAL INC,UC,1207,C,04-11-12 0:00,04-11-12 15:00,04-11-12 17:45,484,107,546,107,479.55,106,1,982.8,982.8,0,0,0,0,0,982.8,982.8,982.8,N418LA,B767-300F,MIA-PTY,546,107,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,10/31/2012 15:00:00,MIA,1,1
45,45,91312631,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,IAH,MIA,1,1,97,CONSOLIDADO,1856,HOU,BDP INTERNATIONAL INC,960806,D44,BDP INTERNATIONAL,TBC,1828,T,01-11-12 0:00,02-11-12 2:30,02-11-12 23:14,52,52,94,79,93.33,80,1,0,0,0,0,0,0,0,176.72,357.1,334.54,,,IAH-MIA-BOG,94,79,Only Pax,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Flown,11-01-12 18:28,IAH,3,1
45,45,91312631,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,BOG,MIA,BOG,2,2,97,CONSOLIDADO,1856,HOU,BDP INTERNATIONAL INC,960806,D44,BDP INTERNATIONAL,L7,1501,C,03-11-12 0:00,03-11-12 9:41,03-11-12 13:02,52,52,94,79,93.33,80,1,176.72,334.54,0,"-225,600,005,762,343","-442,000,011,289,698",0,"184,800,004,720,218",176.72,357.1,334.54,N776LA,B777-200F,IAH-MIA-BOG,94,79,Only Pax,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,0,,,PESO,Flown,11-02-12 23:14,MIA,3,1
45,45,91312642,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,MIA,1,1,97,CONSOLIDADO,1856,CHI,BDP INTERNATIONAL INC,965202,D44,BDP,TPR,1,T,01-11-12 0:00,01-11-12 23:00,01-11-12 23:06,1826,1826,1826,1826,1824,1824,1,0,0,0,0,0,0,0,3012.9,6440.48,6047.89,,,ORD-MIA-VCP,1826,1826,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-01-12 17:42,ORD,12,12
45,45,91312642,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,MIA,VCP,2,2,97,CONSOLIDADO,1856,CHI,BDP INTERNATIONAL INC,965202,D44,BDP,UC,1402,C,03-11-12 0:00,03-11-12 9:27,03-11-12 20:17,1826,1826,1826,1826,1824,1824,1,3012.9,6047.89,0,"-392,590,008,874,899","-120,520,002,724,478",0,"351,310,007,941,723",3012.9,6440.48,6047.89,N772LA,B767-300F,ORD-MIA-VCP,1826,1826,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,0,,,PESO,Flown,11-03-12 0:40,MIA,12,12
45,45,91312653,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,MIA,1,1,97,CONSOLIDADO,1856,CHI,BDP INTERNATIONAL INC,980409,D44,BDP,TPR,1,T,01-11-12 0:00,01-11-12 23:00,01-11-12 23:06,39,39,39,39,39,39,1,0,0,0,0,0,0,0,300.3,414.59,379.59,,,ORD-MIA-VCP,39,39,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-01-12 17:41,ORD,3,3
45,45,91312653,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,MIA,VCP,2,2,97,CONSOLIDADO,1856,CHI,BDP INTERNATIONAL INC,980409,D44,BDP,M3,9835,C,04-11-12 0:00,04-11-12 2:44,04-11-12 16:15,39,39,39,39,39,39,1,300.3,379.59,0,"-349,999,996,623,361","-120,099,998,841,331",0,"912,999,991,191,797",300.3,414.59,379.59,N524LA,B767-300F,ORD-MIA-VCP,39,39,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-03-12 0:40,MIA,3,3
45,45,91312675,ORD,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,ORD,JFK,1,1,97,CONSOLIDADO,1856,CHI,BDP INTERNATIONAL INC,1856,CHI,BDP INTERNATIONAL INC,THX,99,T,03-11-12 0:00,03-11-12 23:00,04-11-12 11:43,591,397,195,178,188.33,176,1,0,0,0,0,0,0,0,399.75,383.76,329.16,,,ORD-JFK-GYE,195,178,Standard,NO,NO,NO,YES,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-04-12 12:20,JFK,1,2
45,45,91312675,ORD,GYE,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_GYE,CHI,GYE,JFK,GYE,2,2,97,CONSOLIDADO,1856,CHI,BDP INTERNATIONAL INC,1856,CHI,BDP INTERNATIONAL INC,XL,539,P,04-11-12 0:00,04-11-12 22:00,05-11-12 4:49,591,397,195,178,188.33,176,1,399.75,329.16,0,"-546,000,006,074,589","-159,900,001,778,987",0,0,399.75,383.76,329.16,CC-CXH,B767-300,ORD-JFK-GYE,195,178,Standard,NO,NO,NO,YES,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-04-12 12:20,JFK,1,2
45,45,91312686,LAX,SCL,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LAX,LIM,1,1,97,CONSOLIDADO,1856,LAX,BDP INTERNATIONAL INC,914556,D44,BDP INTERNATIONAL INC,LA,2605,P,01-11-12 0:00,01-11-12 22:10,02-11-12 8:48,640,337,642,337,621.64,338,1,"8,875,725",2077.2,0,0,0,0,"11,324,200,780,349",930.9,2178.6,2178.6,CC-CXE,B767-300,LAX-LIM-SCL,642,337,Only Pax,YES,NO,YES,NO,NO,NO,06-11-12 3:36,1,0,,,PESO,Flown,10/31/2012 23:24:00,LAX,3,1
45,45,91312686,LAX,SCL,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LIM,SCL,2,2,97,CONSOLIDADO,1856,LAX,BDP INTERNATIONAL INC,914556,D44,BDP INTERNATIONAL INC,LA,637,P,02-11-12 0:00,02-11-12 13:09,02-11-12 18:28,640,337,642,337,621.64,338,1,"4,332,749",101.4,0,0,0,0,"552,798,961,774,931",930.9,2178.6,2178.6,CC-CZU,B767-300,LAX-LIM-SCL,642,337,Only Pax,YES,NO,YES,NO,NO,NO,06-11-12 3:36,1,0,,,PESO,Flown,10/31/2012 23:24:00,LAX,3,1
45,45,91312690,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,MIA,1,1,97,CONSOLIDADO,1856,CHI,BDP INTERNATIONAL INC,980418,D44,BDP ORD,TPR,1,T,01-11-12 0:00,01-11-12 23:00,01-11-12 23:06,249,249,249,249,250,250,1,0,0,0,0,0,0,0,448.2,925.92,872.38,,,ORD-MIA-VCP,249,249,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-03-12 0:40,MIA,10,10
45,45,91312690,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,MIA,VCP,2,2,97,CONSOLIDADO,1856,CHI,BDP INTERNATIONAL INC,980418,D44,BDP ORD,M3,9835,C,04-11-12 0:00,04-11-12 2:44,04-11-12 16:15,249,249,249,249,250,250,1,448.2,872.38,0,"-535,400,002,996,696","-179,300,001,003,563",0,"460,650,002,578,312",448.2,925.92,872.38,N524LA,B767-300F,ORD-MIA-VCP,249,249,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-03-12 0:40,MIA,10,10
45,45,91312701,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,ORD,MIA,1,1,617,MISCELANEO (CLASE 9),1856,CHI,BDP INTERNATIONAL INC,1856,CHI,BDP INTERNATIONAL INC,TPR,1,T,02-11-12 0:00,02-11-12 23:00,03-11-12 0:40,8466,8466,8466,8466,8475,8475,1,0,0,0,0,0,0,0,26244.6,25454.82,23634.63,,,ORD-MIA-EZE-EZE,8466,8466,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-02-12 18:43,ORD,21,21
45,45,91312701,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,MIA,EZE,2,2,617,MISCELANEO (CLASE 9),1856,CHI,BDP INTERNATIONAL INC,1856,CHI,BDP INTERNATIONAL INC,4M,4521,P,04-11-12 0:00,04-11-12 19:45,05-11-12 6:33,5644,5644,5644,5644,5650,5650,1,18855.75,16980.59,0,"-130,773,753,249,271","-754,227,144,891,574",0,"969,923,836,997,871",17496.4,25454.82,23634.63,LV-CFV,B767-300,ORD-MIA-EZE-EZE,8466,8466,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,2,1,,,PESO,Flown,11-03-12 18:43,MIA,14,21
45,45,91312701,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,MIA,LIM,3,2,617,MISCELANEO (CLASE 9),1856,CHI,BDP INTERNATIONAL INC,1856,CHI,BDP INTERNATIONAL INC,LA,2515,P,04-11-12 0:00,05-11-12 8:00,05-11-12 13:40,2822,2822,2822,2822,2825,2825,1,"6,761,456","6,089,043",0,"-468,939,687,655,517","-270,457,207,932,693",0,"347,803,569,042,214",8748.2,25454.82,23634.63,CC-CXJ,B767-300,ORD-MIA-EZE-EZE,8466,8466,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,2,1,,,PESO,Flown,11-03-12 18:43,MIA,7,21
45,45,91312701,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,CHI,EZE,LIM,EZE,4,3,617,MISCELANEO (CLASE 9),1856,CHI,BDP INTERNATIONAL INC,1856,CHI,BDP INTERNATIONAL INC,LA,4641,P,06-11-12 0:00,06-11-12 13:25,06-11-12 19:45,2822,2822,2822,2822,2825,2825,1,"6,273,929",565,0,"-435,127,332,223,944","-250,956,202,826,107",0,"322,725,593,757,973",8748.2,25454.82,23634.63,B-767,B767-300,ORD-MIA-EZE-EZE,8466,8466,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,2,97,CHANGED BY GYEBENESC/LIMSV001,,PESO,Booked,11-02-12 18:43,ORD,7,21
0,45,91312712,JFK,EZE,USA,Argentina,NA_USA_NewYork,SA_Argentina_EZE,JFK,EZE,JFK,LIM,1,1,1,CARGA GENERAL,1856,JFK,BDP INTERNATIONAL INC.,1856,JFK,BDP INTERNATIONAL INC.,LA,531,P,06-11-12 0:00,06-11-12 22:55,07-11-12 6:50,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,B-767,B767-300,JFK-LIM-EZE,0,0,Only Pax,NO,NO,NO,YES,NO,NO,06-11-12 3:36,1,1,NO SHOW,,PESO,Booked,,JFK,8,8
0,45,91312712,JFK,EZE,USA,Argentina,NA_USA_NewYork,SA_Argentina_EZE,JFK,EZE,LIM,EZE,2,2,1,CARGA GENERAL,1856,JFK,BDP INTERNATIONAL INC.,1856,JFK,BDP INTERNATIONAL INC.,LA,4641,P,06-11-12 0:00,06-11-12 13:25,06-11-12 19:45,1000,1000,1000,1000,1000,1000,0,0,0,0,0,0,0,0,0,0,0,B-767,B767-300,JFK-LIM-EZE,0,0,Only Pax,NO,NO,NO,YES,NO,NO,06-11-12 3:36,1,97,CHANGED BY GYEBENESC/LIMSV001,,PESO,Booked,,JFK,8,8
45,45,91312745,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,IND,MIA,1,1,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,12944,D45,BDP,TPR,50,T,02-11-12 0:00,02-11-12 22:00,05-11-12 0:00,16,16,16,16,16,16,1,0,0,0,0,0,0,0,155.05,148.85,78.85,,,IND-MIA-SJO,16,16,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-03-12 14:06,ORD,1,1
45,45,91312745,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,MIA,SJO,2,2,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,12944,D45,BDP,UC,1201,C,06-11-12 0:00,06-11-12 0:00,06-11-12 1:50,16,16,16,16,16,16,1,155.05,78.85,0,"-699,999,986,453,833","-619,999,988,001,967",0,0,155.05,148.85,78.85,N418LA,B767-300F,IND-MIA-SJO,16,16,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-05-12,MIA,1,1
45,45,91312756,IND,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,IND,MIA,1,1,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,1366,D45,BDP IND,TPR,50,T,02-11-12 0:00,02-11-12 22:00,05-11-12 0:00,3,3,5,3,5,3,1,0,0,0,0,0,0,0,75,155.5,85.5,,,IND-MIA-SCL,5,3,Standard,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-03-12 14:08,ORD,1,1
45,45,91312756,IND,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,MIA,SCL,2,2,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,1366,D45,BDP IND,LA,569,P,05-11-12 0:00,05-11-12 7:09,05-11-12 21:59,3,3,5,3,5,3,1,75,85.5,0,-70,-3,0,33.5,75,155.5,85.5,CC-CML,B767-300,IND-MIA-SCL,5,3,Standard,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,0,,,PESO,Flown,11-05-12,MIA,1,1
45,45,91312760,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,IND,MIA,1,1,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,12980,D45,BDP IND,TPR,50,T,02-11-12 0:00,02-11-12 22:00,05-11-12 0:00,2,2,2,2,2,2,1,0,0,0,0,0,0,0,155,148.8,78.8,,,IND-MIA-SJO,2,2,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-03-12 14:07,ORD,1,1
45,45,91312760,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,MIA,SJO,2,2,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,12980,D45,BDP IND,UC,1201,C,06-11-12 0:00,06-11-12 0:00,06-11-12 1:50,2,2,2,2,2,2,1,155,78.8,0,"-700,000,027,109,524","-620,000,024,011,292",0,0,155,148.8,78.8,N418LA,B767-300F,IND-MIA-SJO,2,2,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-05-12,MIA,1,1
45,45,91312771,IND,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,IND,MIA,1,1,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,1360,D45,BDP IND,TPR,50,T,02-11-12 0:00,02-11-12 22:00,05-11-12 0:00,23,10,25,10,23.33,10,1,0,0,0,0,0,0,0,196.5,306.14,236.14,,,IND-MIA-SCL,25,10,Only Pax,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-03-12 14:05,ORD,1,1
45,45,91312771,IND,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,MIA,SCL,2,2,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,1360,D45,BDP IND,LA,569,P,05-11-12 0:00,05-11-12 7:09,05-11-12 21:59,23,10,25,10,23.33,10,1,196.5,236.14,0,"-699,999,998,190,709","-785,999,997,968,424",0,"674,999,998,255,326",196.5,306.14,236.14,CC-CML,B767-300,IND-MIA-SCL,25,10,Only Pax,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,0,,,PESO,Flown,11-05-12,MIA,1,1
45,45,91312782,ATL,SCL,USA,Chile,NA_USA_SouthEast,SA_Chile,ATL,SCL,ATL,MIA,1,1,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,7057,D45,BDP IND,TLD,999,T,02-11-12 0:00,03-11-12 0:00,03-11-12 18:35,1513,1513,1513,1513,1535,1535,1,0,0,0,0,0,0,0,4917.25,4770.56,4510.78,,,ATL-MIA-SCL,1513,1513,Standard,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-03-12 18:35,MIA,4,4
45,45,91312782,ATL,SCL,USA,Chile,NA_USA_SouthEast,SA_Chile,ATL,SCL,MIA,SCL,2,2,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,7057,D45,BDP IND,LA,501,P,05-11-12 0:00,05-11-12 20:34,06-11-12 6:56,1513,1513,1513,1513,1535,1535,1,"4,935,222","4,527,266",0,"-260,729,450,540,306","-197,408,867,606,332",0,0,4917.25,4770.56,4510.78,CC-CWN,B767-300,ATL-MIA-SCL,1513,1513,Standard,YES,YES,NO,NO,NO,NO,06-11-12 3:36,1,3,,,PESO,Flown,11-03-12 18:35,MIA,4,4
45,45,91312793,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,ORD,JFK,1,1,1,CARGA GENERAL,1856,CHI,BDP INTERNATIONAL INC,1856,CHI,BDP INTERNATIONAL INC,THX,99,T,03-11-12 0:00,03-11-12 23:00,04-11-12 11:43,677,677,677,677,678,678,1,0,0,0,0,0,0,0,2132.55,2097.25,1907.69,,,ORD-JFK-SCL,677,677,Only Pax,YES,NO,NO,YES,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-03-12 15:47,ORD,3,3
45,45,91312793,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,CHI,SCL,JFK,SCL,2,2,1,CARGA GENERAL,1856,CHI,BDP INTERNATIONAL INC,1856,CHI,BDP INTERNATIONAL INC,LA,533,P,05-11-12 0:00,05-11-12 20:01,06-11-12 8:42,677,677,677,677,678,678,1,2132.55,1907.69,0,"-189,559,994,177,759","-852,999,973,800,529",0,0,2132.55,2097.25,1907.69,CC-CZU,B767-300,ORD-JFK-SCL,677,677,Only Pax,YES,NO,NO,YES,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-04-12 13:03,JFK,3,3
0,45,91312804,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,MIA,1,1,618,OTROS DG CAO,1856,IND,BDP INTERNATIONAL INC.,944755,B69,BDP,TPR,1,T,03-11-12 0:00,03-11-12 23:00,03-11-12 0:40,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,,,ORD-MIA-VCP,0,0,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-03-12 14:16,ORD,1,1
0,45,91312804,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,MIA,VCP,2,2,618,OTROS DG CAO,1856,IND,BDP INTERNATIONAL INC.,944755,B69,BDP,UC,1404,C,05-11-12 0:00,06-11-12 10:00,07-11-12 0:15,7,7,7,7,7,7,1,0,0,0,0,0,0,0,0,0,0,N778LA,B777-200F,ORD-MIA-VCP,0,0,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Booked,11-05-12,MIA,1,1
45,45,91312815,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,IND,MIA,1,1,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,12990,D45,BDP IND,TPR,50,T,02-11-12 0:00,02-11-12 22:00,05-11-12 0:00,2,1,1,1,1,1,1,0,0,0,0,0,0,0,155,148.8,78.8,,,IND-MIA-SJO,1,1,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,11-03-12 14:07,ORD,1,1
45,45,91312815,IND,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,CHI,SJO,MIA,SJO,2,2,1,CARGA GENERAL,1856,IND,BDP INTERNATIONAL INC.,12990,D45,BDP IND,UC,1201,C,06-11-12 0:00,06-11-12 0:00,06-11-12 1:50,2,1,1,1,1,1,1,155,78.8,0,"-700,000,027,109,524","-620,000,024,011,292",0,0,155,148.8,78.8,N418LA,B767-300F,IND-MIA-SJO,1,1,Standard,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-05-12,MIA,1,1
45,45,91312826,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK,SCL,1,1,617,MISCELANEO (CLASE 9),1856,JFK,BDP INTERNATIONAL INC.,1856,JFK,BDP INTERNATIONAL INC.,LA,533,P,04-11-12 0:00,04-11-12 19:53,05-11-12 8:55,1505,1505,1793,1505,1798.26,1505,1,2868.8,6370.85,0,0,0,0,"345,205,005,291,512",2868.8,6370.85,6370.85,CC-BDE,B767-300,JFK-SCL,1793,1505,Only Pax,YES,NO,NO,YES,NO,NO,06-11-12 3:36,1,1,,,PESO,Flown,11-03-12 22:07,JFK,19,19
0,45,91312830,ORD,LIM,USA,Peru,NA_USA_Midwest,SA_Peru,CHI,LIM,ORD,MIA,1,1,517,OTROS DG,1856,CHI,BDP INTERNATIONAL INC,948700,B69,BDP INTERNATIONAL INC,TPR,1,T,06-11-12 0:00,07-11-12 0:00,07-11-12 22:00,12,11,12,11,12,11,0,0,0,0,0,0,0,0,0,0,0,,,ORD-MIA-LIM,0,0,Standard,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Booked,,MIA,2,2
0,45,91312830,ORD,LIM,USA,Peru,NA_USA_Midwest,SA_Peru,CHI,LIM,MIA,LIM,2,2,517,OTROS DG,1856,CHI,BDP INTERNATIONAL INC,948700,B69,BDP INTERNATIONAL INC,UC,1101,C,11-11-12 0:00,11-11-12 10:46,11-11-12 16:26,12,11,12,11,12,11,0,0,0,0,0,0,0,0,0,0,0,CC-CZZ,B767-300F,ORD-MIA-LIM,0,0,Standard,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Booked,,MIA,2,2
0,45,91312841,IAH,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,IAH,VCP,IAH,MIA,1,1,1,CARGA GENERAL,1856,PHL,BDP INTERNATIONAL INC,1856,PHL,BDP INTERNATIONAL INC,TBC,1823,T,06-11-12 0:00,07-11-12 3:30,08-11-12 3:30,802,802,802,802,802,802,0,0,0,0,0,0,0,0,0,0,0,,,IAH-MIA-VCP,0,0,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,,MIA,1,1
0,45,91312841,IAH,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,IAH,VCP,MIA,VCP,2,2,1,CARGA GENERAL,1856,PHL,BDP INTERNATIONAL INC,1856,PHL,BDP INTERNATIONAL INC,UC,1106,C,08-11-12 0:00,08-11-12 8:40,08-11-12 19:29,802,802,802,802,802,802,0,0,0,0,0,0,0,0,0,0,0,N778LA,B777-200F,IAH-MIA-VCP,0,0,only Cargo,NO,YES,NO,NO,NO,NO,06-11-12 3:36,1,,,,PESO,Booked,,MIA,1,1
0,45,91312852,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,ORD,MIA,1,1,517,OTROS DG,1856,CHI,BDP INTERNATIONAL INC,968874,B69,BDP INTERNATIONAL INC,TPR,1,T,06-11-12 0:00,07-11-12 0:00,07-11-12 22:00,25,23,25,23,25,23,0,0,0,0,0,0,0,0,0,0,0,,,ORD-MIA-VCP,0,0,Standard,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Booked,,MIA,4,4
0,45,91312852,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,CHI,VCP,MIA,VCP,2,2,517,OTROS DG,1856,CHI,BDP INTERNATIONAL INC,968874,B69,BDP INTERNATIONAL INC,UC,1108,C,09-11-12 0:00,09-11-12 9:00,09-11-12 19:45,25,23,25,23,25,23,0,0,0,0,0,0,0,0,0,0,0,N778LA,B777-200F,ORD-MIA-VCP,0,0,Standard,NO,YES,NO,NO,NO,NO,05-11-12 3:08,1,,,,PESO,Booked,,MIA,4,4
