numawb,oriawb,desawb,OrgPais,DestPais,ZonaOrig,ZonaDest,PosOri,PosDes,Tramos,codpro,dsc_producto,posage,NomAge,NomShp,dnmvue,numvue,tipvue,FecVue,FchDsp,FchEta,ChWei_BK,GrRev,NetRev,TipoServicio,Piezas
90184301,ORD,SJO,USA,Costa_Rica,NA_USA_Midwest,CA_Costa_Rica,ORD,MIA,ORD-MIA-SJO,97,CONSOLIDADO,CHI,MIQ GLOBAL LLC,MIQ GLOBAL LLC,TPR,1,T,01-11-12 0:00,01-11-12 23:00,29-05-14 0:00,19,114.95,75.35,Only Pax,1
90191684,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,ORD,MIA,ORD-MIA-BOG,1,CARGA GENERAL,JFK,CONSOLIDATORS INTERNATIONAL INC,CONSILIDATORS/CHI,TPR,1,T,27-10-12 0:00,27-10-12 23:00,30-05-14 0:00,745,1359,1142.31,Standard,3
90191695,ORD,GUA,USA,Guatemala,NA_USA_Midwest,CA_Guatemala,ORD,MIA,ORD-MIA-GUA,1,CARGA GENERAL,JFK,CONSOLIDATORS INTERNATIONAL INC,CONSOLIDATORS (CHI),TPR,1,T,05-11-12 0:00,06-11-12 0:00,31-05-14 0:00,157,0,0,Standard,1
90194565,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,AIR SEA FORWARDERS INC,AIR SEA FORWARDERS INC,JJ,8095,P,03-11-12 0:00,03-11-12 0:00,01-06-14 0:00,23,93.06,290.46,Only Pax,2
90194576,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,517,OTROS DG,MIA,AIR SEA FORWARDERS INC,AIR SEA FORWARDERS INC,RF,125,C,01-11-12 0:00,01-11-12 6:00,02-06-14 0:00,26,130,230,only Cargo,5
90194580,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,MEX,LAX-MEX-VCP,97,CONSOLIDADO,LAX,"AIR-SEA FORWARDERS, INC.","AIR-SEA FORWARDERS, INC.",M7,6847,C,02-11-12 0:00,02-11-12 2:01,03-06-14 0:00,13,8320000,1495149.35,only Cargo,1
90194591,LAX,BOG,USA,Colombia,NA_USA_West,SA_Colombia,LAX,MEX,LAX-MEX-CCS-BOG,1,CARGA GENERAL,LAX,"AIR-SEA FORWARDERS, INC.",AIR-SEA FORWARDERS INC.,M7,6827,C,06-11-12 0:00,06-11-12 11:10,04-06-14 0:00,680,0,0,only Cargo,3
90194602,MIA,ASU,USA,Paraguay,NA_USA_Florida,SA_Paraguay,MIA,ASU,MIA-ASU,1,CARGA GENERAL,MIA,AIR SEA FORWARDERS INC,AIR SEA FORWARDERS INC,RF,767,C,03-11-12 0:00,03-11-12 6:51,05-06-14 0:00,72,494.16,696.1,only Cargo,4
90204741,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,SCL,LAX-SCL-GRU,97,CONSOLIDADO,LAX,AGILITY LOGISTICS CORP,AGILITY LOGISTICS CORP,LA,601,P,30-10-12 0:00,30-10-12 13:25,06-06-14 0:00,33,7717379,411.1,Only Pax,1
90204763,LAX,SCL,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LAX-SCL,97,CONSOLIDADO,LAX,AGILITY LOGISTICS CORP,AGILITY LOGISTICS CORP,LA,601,P,01-11-12 0:00,01-11-12 13:26,07-06-14 0:00,155,359.6,641.8,Only Pax,6
90205345,LAX,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,LAX,MEX,LAX-MEX-VCP,1,CARGA GENERAL,LAX,ORIENTAL AIR TRANSPORT SERVICE INC.,ORIENTAL AIR TRANSPORT SERVICE INC.,M7,6827,C,06-11-12 0:00,06-11-12 11:10,08-06-14 0:00,586,0,0,only Cargo,24
90205861,SFO,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,SFO,LAX,SFO-LAX-MEX-VCP,97,CONSOLIDADO,SFO,NIPPON EXPRESS U.S.A. INC,NIPPON EXPRESS U.S.A. INC,TQJ,123,T,30-10-12 0:00,31-10-12 3:00,09-06-14 0:00,94,6271174,490,Only Pax,4
90205872,SFO,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,SFO,GRU,SFO-GRU,97,CONSOLIDADO,SFO,NIPPON EXPRESS U.S.A. INC,NIPPON EXPRESS U.S.A. INC,LA,2609,P,01-11-12 0:00,01-11-12 12:41,10-06-14 0:00,5,82.5,151.85,Only Pax,1
90205883,SFO,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,SFO,LAX,SFO-LAX-MIA-GRU,97,CONSOLIDADO,SFO,NIPPON EXPRESS U.S.A. INC,NIPPON EXPRESS U.S.A. INC,TQJ,123,T,05-11-12 0:00,06-11-12 6:00,11-06-14 0:00,1005,0,0,only Cargo,2
90205894,SFO,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,SFO,LAX,SFO-LAX-MEX-VCP,1,CARGA GENERAL,SFO,NIPPON EXPRESS U.S.A. INC,NIPPON EXPRESS U.S.A. INC,,,?,06-11-12 0:00,06-11-12 0:00,12-06-14 0:00,518,0,0,Only Pax,14
90206966,SEA,BSB,USA,Brazil,NA_USA_West,SA_Brazil_Others,SEA,SFO,SEA-SFO-GRU-BSB,97,CONSOLIDADO,SEA,"CLEARFREIGHT (A CALIFORNIA, CORP.)","CLEARFREIGHT (A CALIFORNIA, CORP.)",QJ,2,E,02-11-12 0:00,02-11-12 6:00,13-06-14 0:00,15,8917761,115.66,Standard,2
90210116,IAH,FLN,USA,Brazil,NA_USA_South,SA_Brazil_Others,IAH,MIA,IAH-MIA-FLN,1,CARGA GENERAL,HOU,"SUPPLIES & GLOBAL LOGISTICS, INC.","SUPPLIES & GLOBAL LOGISTICS, INC.",,,?,01-11-12 0:00,01-11-12 0:00,14-06-14 0:00,182,0,0,Only Pax,4
90212986,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,SCL,MIA-SCL-IQQ,1,CARGA GENERAL,MIA,HORIZON INTERNATIONAL CARGO INC,HORIZON INTERNATIONAL CARGO INC,,,?,10-06-12 0:00,10-06-12 0:00,15-06-14 0:00,75,0,0,Only Pax,1
90223696,MIA,ROS,USA,Argentina,NA_USA_Florida,SA_Argentina_ROS,MIA,SCL,MIA-SCL-COR-ROS,97,CONSOLIDADO,MIA,ALMAR USA CORPORATION,ALMAR USA CORPORATION,UC,1109,C,21-10-12 0:00,21-10-12 19:20,16-06-14 0:00,200,746.55,1185,only Cargo,27
90235246,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,1,CARGA GENERAL,MIA,FLETMAR INTERNATIONAL CORP,FLETMAR INTERNATIONAL CORP,RF,123,C,06-11-12 0:00,05-11-12 23:45,17-06-14 0:00,184,353.35,353.35,only Cargo,3
90244836,ORD,CWB,USA,Brazil,NA_USA_Midwest,SA_Brazil_Special,ORD,MIA,ORD-MIA-VCP-CWB,97,CONSOLIDADO,CHI,PROGRESSIVE TRANSPORTATION,RELIANCE GL,TPR,1,T,24-10-12 0:00,24-10-12 23:00,18-06-14 0:00,100,328.92,293.94,Standard,1
90244862,ORD,CWB,USA,Brazil,NA_USA_Midwest,SA_Brazil_Special,ORD,MIA,ORD-MIA-VCP-CWB,97,CONSOLIDADO,CHI,PROGRESSIVE TRANSPORTATION,RELIANCE GLOBAL,TPR,1,T,24-10-12 0:00,24-10-12 23:00,19-06-14 0:00,3,20.92,34.92,Standard,1
90244873,ORD,CWB,USA,Brazil,NA_USA_Midwest,SA_Brazil_Special,ORD,MIA,ORD-MIA-VCP-CWB,97,CONSOLIDADO,CHI,PROGRESSIVE TRANSPORTATION,RELIANCE,TPR,1,T,24-10-12 0:00,24-10-12 23:00,20-06-14 0:00,317,1032.26,917.2,Standard,1
90244884,ORD,GRU,USA,Brazil,NA_USA_Midwest,SA_Brazil_GRU,ORD,JFK,ORD-JFK-GRU,1,CARGA GENERAL,CHI,PROGRESSIVE TRANSPORTATION,BLUE CARGO (CHI),THX,99,T,25-10-12 0:00,25-10-12 23:00,21-06-14 0:00,166,182.6,458.63,Standard,1
90244906,ORD,CWB,USA,Brazil,NA_USA_Midwest,SA_Brazil_Special,ORD,MIA,ORD-MIA-CWB,1,CARGA GENERAL,CHI,PROGRESSIVE TRANSPORTATION,RELIANCE,TPR,1,T,30-10-12 0:00,30-10-12 23:00,22-06-14 0:00,2687,0,0,Standard,1
90244921,ORD,CWB,USA,Brazil,NA_USA_Midwest,SA_Brazil_Special,ORD,MIA,ORD-MIA-CWB,1,CARGA GENERAL,CHI,PROGRESSIVE TRANSPORTATION,RELIANCE,TPR,1,T,05-11-12 0:00,06-11-12 0:00,23-06-14 0:00,229,0,0,Standard,1
90244932,ORD,CWB,USA,Brazil,NA_USA_Midwest,SA_Brazil_Special,ORD,MIA,ORD-MIA-CWB,1,CARGA GENERAL,CHI,PROGRESSIVE TRANSPORTATION,RELIANCE,TPR,1,T,05-11-12 0:00,06-11-12 0:00,24-06-14 0:00,33,0,0,Standard,1
90244943,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,ORD,MIA,ORD-MIA-BOG,1,CARGA GENERAL,CHI,PROGRESSIVE TRANSPORTATION,RELIANCE,TPR,1,T,30-10-12 0:00,30-10-12 23:00,25-06-14 0:00,229,434.57,368.02,Standard,1
90244954,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,ORD,MIA,ORD-MIA-BOG,1,CARGA GENERAL,CHI,PROGRESSIVE TRANSPORTATION,RELIANCE GLOBAL LOGISTICS,TPR,1,T,05-11-12 0:00,06-11-12 0:00,26-06-14 0:00,11,0,0,Standard,1
90244965,ORD,CWB,USA,Brazil,NA_USA_Midwest,SA_Brazil_Special,ORD,MIA,ORD-MIA-CWB,1,CARGA GENERAL,CHI,PROGRESSIVE TRANSPORTATION,RELIANCE GLOBAL LOGISTICS,TPR,1,T,05-11-12 0:00,06-11-12 0:00,27-06-14 0:00,1172,0,0,Standard,2
90244976,ORD,GUA,USA,Guatemala,NA_USA_Midwest,CA_Guatemala,ORD,MIA,ORD-MIA-GUA,517,OTROS DG,CHI,PROGRESSIVE TRANSPORTATION,IAC,TPR,1,T,01-11-12 0:00,01-11-12 23:00,28-06-14 0:00,2,105,200.8,Standard,1
90244980,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,LIM,LAX-LIM-EZE,1,CARGA GENERAL,CHI,PROGRESSIVE TRANSPORTATION,BLUE CARGO,LA,2605,P,06-11-12 0:00,06-11-12 21:15,29-06-14 0:00,319,0,0,Standard,1
90244991,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,514,MEDICAMENTOS / VACUNAS,CHI,PROGRESSIVE TRANSPORTATION,PEGASUS,TPR,1,T,06-11-12 0:00,07-11-12 0:00,30-06-14 0:00,1247,0,0,PRIORITY 1,3
90258140,DFW,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,DFW,IAH,DFW-IAH-MIA-VCP,1,CARGA GENERAL,DFW,AAWI LOGISTICAL SERVICES LLC,AAWI LOGISTICAL SERVICES LLC,TLA,1515,T,01-11-12 0:00,02-11-12 2:30,01-07-14 0:00,66,375.55,694.07,Only Pax,1
90258151,DFW,SCL,USA,Chile,NA_USA_South,SA_Chile,DFW,IAH,DFW-IAH-MIA-SCL,1,CARGA GENERAL,DFW,AAWI LOGISTICAL SERVICES LLC,AAWI LOGISTICAL SERVICES LLC,TLA,6429,T,02-11-12 0:00,03-11-12 2:30,02-07-14 0:00,166,426.62,697.26,Only Pax,1
90679632,MIA,GUA,USA,Guatemala,NA_USA_Florida,CA_Guatemala,MIA,GUA,MIA-GUA,97,CONSOLIDADO,MIA,NDO AMERICA INC,NDO AMERICA INC,,,?,06-11-12 0:00,06-11-12 0:00,03-07-14 0:00,1276,0,0,only Cargo,34
90689351,JFK,FOR,USA,Brazil,NA_USA_NewYork,SA_Brazil_Others,JFK,MIA,JFK-MIA-REC-FOR,97,CONSOLIDADO,JFK,EURO CARGO EXPRESS,EURO CARGO EXPRESS,TAN,1,T,12-10-12 0:00,13-10-12 3:00,04-07-14 0:00,6,7500000,10500000,Standard,1
90691436,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,97,CONSOLIDADO,CHI,NDO AMERICA INC,NDO,TPR,1,T,31-10-12 0:00,31-10-12 23:00,05-07-14 0:00,11,88.55,161.71,Standard,4
90691941,MIA,CNF,USA,Brazil,NA_USA_Florida,SA_Brazil_Others,MIA,CNF,MIA-CNF,97,CONSOLIDADO,BOS,FALCON AIR FREIGHT INC,FALCON AIR FREIGHT INC,JJ,8059,P,03-11-12 0:00,03-11-12 0:00,06-07-14 0:00,45,212.85,349.35,Only Pax,1
90700691,LAX,CWB,USA,Brazil,NA_USA_West,SA_Brazil_Special,LAX,MIA,LAX-MIA-CWB,97,CONSOLIDADO,LAX,LIVINGSTON INTERNATIONAL INC,LIVINGSTON INTERNATIONAL INC,TTG,520,T,02-11-12 0:00,03-11-12 5:00,07-07-14 0:00,463,0,0,only Cargo,2
90704983,ORD,BOG,USA,Colombia,NA_USA_Midwest,SA_Colombia,ORD,MIA,ORD-MIA-BOG,1,CARGA GENERAL,HOU,PROF. CARGO SERVICES INC DBA PRO CARGO,PROF. CARGO SERVICES INC DBA PRO CARGO,TPR,1,T,29-10-12 0:00,29-10-12 23:00,08-07-14 0:00,210,420,358.05,only Cargo,1
90706464,JFK,GRU,USA,Brazil,NA_USA_NewYork,SA_Brazil_GRU,JFK,GRU,JFK-GRU,1,CARGA GENERAL,JFK,AIT WORLDWIDE LOGISTICS INC,AIT WORLDWIDE LOGISTICS INC,JJ,8081,P,06-11-12 0:00,06-11-12 0:00,09-07-14 0:00,1350,0,0,Fail,2
90706486,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,AIT WORLDWIDE LOGISTICS INC,AIT WORLDWIDE LOGISTICS INC,JJ,8091,P,01-11-12 0:00,01-11-12 0:00,10-07-14 0:00,1002,75,339.4,Only Pax,6
90706490,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,AIT WORLDWIDE LOGISTICS INC,AIT WORLDWIDE LOGISTICS INC,JJ,8095,P,03-11-12 0:00,03-11-12 0:00,11-07-14 0:00,1002,1435.48,5448.83,Only Pax,21
90706501,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,514,MEDICAMENTOS / VACUNAS,CHI,AIT WORLDWIDE LOGISTICS INC,AIT,TPR,1,T,02-11-12 0:00,02-11-12 23:00,12-07-14 0:00,551,2121.35,1953.03,FXP,2
90706512,LAX,IQQ,USA,Chile,NA_USA_West,SA_Chile,LAX,SCL,LAX-SCL-IQQ,1,CARGA GENERAL,LAX,AIT WORLDWIDE LOGISTICS INC,AIT WORLDWIDE LOGISTICS INC,LA,601,P,03-11-12 0:00,03-11-12 13:21,13-07-14 0:00,125,3127500,6036500,Only Pax,3
90706523,ORD,EZE,USA,Argentina,NA_USA_Midwest,SA_Argentina_EZE,ORD,JFK,ORD-JFK-GYE-LIM-EZE,97,CONSOLIDADO,CHI,AIT WORLDWIDE LOGISTICS INC,AIT,THX,99,T,02-11-12 0:00,02-11-12 23:00,14-07-14 0:00,172,13537605,649.54,Standard,1
90706534,MCO,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MCO,GRU,MCO-GRU,525,OTROS VALORADOS,MIA,AIT WORLDWIDE LOGISTICS INC,AIT WORLDWIDE LOGISTICS INC,JJ,8087,P,03-11-12 0:00,03-11-12 0:00,15-07-14 0:00,285,361.76,885.49,Only Pax,1
90706545,MCO,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MCO,GRU,MCO-GRU,617,MISCELANEO (CLASE 9),MIA,AIT WORLDWIDE LOGISTICS INC,AIT WORLDWIDE LOGISTICS INC,JJ,8111,P,06-11-12 0:00,06-11-12 0:00,16-07-14 0:00,3884,0,0,only Cargo,7
90706556,ORD,VCP,USA,Brazil,NA_USA_Midwest,SA_Brazil_VCP,ORD,MIA,ORD-MIA-VCP,1,CARGA GENERAL,CHI,AIT WORLDWIDE LOGISTICS INC,AIT // SCHERING PLOUGH,TPR,1,T,03-11-12 0:00,03-11-12 23:00,17-07-14 0:00,250,0,0,Only Pax,1
90706571,STL,LIM,USA,Peru,NA_USA_Midwest,SA_Peru,STL,MIA,STL-MIA-LIM,1,CARGA GENERAL,CHI,AIT WORLDWIDE LOGISTICS INC,AIT WORLDWIDE LOGISTICS INC,TPR,90,T,06-11-12 0:00,07-11-12 0:00,18-07-14 0:00,234,0,0,only Cargo,1
90706582,ORD,MVD,USA,Uruguay,NA_USA_Midwest,SA_Uruguay,ORD,MIA,ORD-MIA-MVD,514,MEDICAMENTOS / VACUNAS,CHI,AIT WORLDWIDE LOGISTICS INC,AIT/SCHERIING PLOUGH,TPR,1,T,06-11-12 0:00,07-11-12 0:00,19-07-14 0:00,252,0,0,FXP,1
90706593,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,AIT WORLDWIDE LOGISTICS INC,AIT WORLWIDE,JJ,8095,P,07-11-12 0:00,07-11-12 0:00,20-07-14 0:00,1503,0,0,Only Pax,10
90706604,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,AIT WORLDWIDE LOGISTICS INC,AIT WORLDWIDE LOGISTICS INC,JJ,8091,P,08-11-12 0:00,08-11-12 0:00,21-07-14 0:00,1002,0,0,Only Pax,10
90706626,ORD,UIO,USA,Ecuador,NA_USA_Midwest,SA_Ecuador_UIO,ORD,MIA,ORD-MIA-UIO,1,CARGA GENERAL,CHI,AIT WORLDWIDE LOGISTICS INC,AIT,TPR,1,T,06-11-12 0:00,07-11-12 0:00,22-07-14 0:00,177,0,0,Standard,1
90708785,LAX,CWB,USA,Brazil,NA_USA_West,SA_Brazil_Special,LAX,MIA,LAX-MIA-CWB,97,CONSOLIDADO,LAX,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR   SEA SERVICE (USA) INC,TTG,520,T,02-11-12 0:00,03-11-12 5:00,23-07-14 0:00,5,0,0,Only Pax,1
90708973,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,97,CONSOLIDADO,MIA,UNITED AIRCRAFT SALES CORP DBA ILS CARGO,UNITED AIRCRAFT SALES CORP DBA ILS CARGO,JJ,8091,P,03-11-12 0:00,03-11-12 0:00,24-07-14 0:00,802,231.26,1280.21,Only Pax,5
90709205,MIA,GRU,USA,Brazil,NA_USA_Florida,SA_Brazil_GRU,MIA,GRU,MIA-GRU,1,CARGA GENERAL,MIA,UNITED AIRCRAFT SALES CORP DBA ILS CARGO,UNITED AIRCRAFT SALES CORP DBA ILS CARGO,JJ,8095,P,08-11-12 0:00,08-11-12 0:00,25-07-14 0:00,835,0,0,Only Pax,30
90715995,MIA,MVD,USA,Uruguay,NA_USA_Florida,SA_Uruguay,MIA,MVD,MIA-MVD,1,CARGA GENERAL,MIA,AMACO CORP,AMACO CORP,UC,1103,C,06-11-12 0:00,06-11-12 11:17,26-07-14 0:00,643,0,0,only Cargo,3
90716371,MIA,SJO,USA,Costa_Rica,NA_USA_Florida,CA_Costa_Rica,MIA,SJO,MIA-SJO,1,CARGA GENERAL,MIA,FAST FLOW INC,FAST FLOW,RF,125,C,04-11-12 0:00,03-11-12 23:57,27-07-14 0:00,167,536.4,536.4,only Cargo,16
90720803,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,MIA,IAH-MIA-UIO,1,CARGA GENERAL,MIA,UTC OVERSEAS INC,UTC OVERSEAS INC,TBC,1823,T,06-11-12 0:00,07-11-12 3:30,28-07-14 0:00,298,0,0,Only Pax,1
90720814,IAH,BOG,USA,Colombia,NA_USA_South,SA_Colombia,IAH,MIA,IAH-MIA-BOG,1,CARGA GENERAL,MIA,UTC OVERSEAS INC,UTC OVERSEAS INC,TBC,1823,T,06-11-12 0:00,07-11-12 3:30,29-07-14 0:00,82,0,0,only Cargo,1
90720836,IAH,UIO,USA,Ecuador,NA_USA_South,SA_Ecuador_UIO,IAH,MIA,IAH-MIA-UIO,1,CARGA GENERAL,MIA,UTC OVERSEAS INC,UTC OVERSEAS INC,TBC,1823,T,06-11-12 0:00,07-11-12 3:30,30-07-14 0:00,71,0,0,Only Pax,1
90724561,LAX,EZE,USA,Argentina,NA_USA_West,SA_Argentina_EZE,LAX,MEX,LAX-MEX-LIM-EZE,97,CONSOLIDADO,LAX,HORIZON INTERNATIONAL CARGO INC,HORIZON INTERNATIONAL CARGO INC,M7,6843,C,02-11-12 0:00,02-11-12 8:50,31-07-14 0:00,150,9049073,647.25,only Cargo,16
90727604,MIA,IQQ,USA,Chile,NA_USA_Florida,SA_Chile,MIA,MVD,MIA-MVD-EZE-SCL-IQQ,97,CONSOLIDADO,MIA,FNS LOGISTICS INC,FNS LOGISTICS INC,UC,1103,C,06-11-12 0:00,06-11-12 11:17,01-08-14 0:00,10,0,0,Standard,2
90727836,MIA,CWB,USA,Brazil,NA_USA_Florida,SA_Brazil_Special,MIA,CWB,MIA-CWB,97,CONSOLIDADO,MIA,FNS LOGISTICS INC,FNS LOGISTICS INC,RF,751,C,02-11-12 0:00,02-11-12 12:28,02-08-14 0:00,2959,-3589.8,1920.35,only Cargo,10
90727840,MIA,EZE,USA,Argentina,NA_USA_Florida,SA_Argentina_EZE,MIA,EZE,MIA-EZE,97,CONSOLIDADO,MIA,FNS LOGISTICS INC,FNS,RF,541,C,01-11-12 0:00,01-11-12 12:05,03-08-14 0:00,8851,6221.95,22790.68,Standard,45
90730135,DFW,VCP,USA,Brazil,NA_USA_South,SA_Brazil_VCP,DFW,IAH,DFW-IAH-MIA-VCP,97,CONSOLIDADO,DFW,YUSEN AIR Y SEA SERVICES USA INC.,YUSEN AIR Y SEA SERVICES USA INC.,TLA,2902,T,31-10-12 0:00,01-11-12 2:30,04-08-14 0:00,198,307.38,471.54,Only Pax,4
90734313,JFK,SCL,USA,Chile,NA_USA_NewYork,SA_Chile,JFK,SCL,JFK-SCL,1,CARGA GENERAL,NYC,IJS GLOBAL INC,IJS GLOBAL INC,LA,531,P,05-11-12 0:00,05-11-12 23:11,05-08-14 0:00,26,192,369,Only Pax,1
90737533,SFO,BOG,USA,Colombia,NA_USA_West,SA_Colombia,SFO,LAX,SFO-LAX-MEX-BOG,97,CONSOLIDADO,SFO,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR   SEA SERVICE (USA) INC,TQJ,123,T,31-10-12 0:00,01-11-12 3:00,06-08-14 0:00,100,5666394,305,Only Pax,1
90737544,SFO,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,SFO,LAX,SFO-LAX-MEX-VCP,1,CARGA GENERAL,SFO,YUSEN AIR & SEA SERVICE (USA) INC,YUSEN AIR   SEA SERVICE (USA) INC,,,?,06-11-12 0:00,06-11-12 0:00,07-08-14 0:00,205,0,0,only Cargo,2
90738885,SFO,SCL,USA,Chile,NA_USA_West,SA_Chile,SFO,LIM,SFO-LIM-SCL,97,CONSOLIDADO,SFO,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,LA,2609,P,01-11-12 0:00,01-11-12 12:41,08-08-14 0:00,100,3881320,515,Standard,6
90738911,SFO,BOG,USA,Colombia,NA_USA_West,SA_Colombia,SFO,LIM,SFO-LIM-BOG,1,CARGA GENERAL,SFO,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,LA,2609,P,03-11-12 0:00,03-11-12 12:45,09-08-14 0:00,2,7500000,10500000,Standard,1
90738922,SFO,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,SFO,GRU,SFO-GRU,514,MEDICAMENTOS / VACUNAS,SFO,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,LA,2609,P,06-11-12 0:00,06-11-12 11:45,10-08-14 0:00,100,0,0,Only Pax,3
90739084,LAX,VVI,USA,Bolivia,NA_USA_West,SA_Bolivia,LAX,MIA,LAX-MIA-VVI,1,CARGA GENERAL,SFO,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,RF,771,C,28-10-12 0:00,28-10-12 3:50,11-08-14 0:00,486,2690,2365,Standard,2
90739121,SFO,VCP,USA,Brazil,NA_USA_West,SA_Brazil_VCP,SFO,GRU,SFO-GRU-VCP,97,CONSOLIDADO,SFO,EXPEDITORS INTL OF WASHINGTON INC,EXPEDITORS INTL OF WASHINGTON INC,LA,2609,P,03-11-12 0:00,03-11-12 12:45,12-08-14 0:00,3,0,0,Only Pax,1
90740602,ATL,COR,USA,Argentina,NA_USA_SouthEast,SA_Argentina_COR,ATL,MIA,ATL-MIA-SCL-COR,97,CONSOLIDADO,ATL,EMO TRANS,EMO TRANS,TLD,999,T,01-11-12 0:00,02-11-12 0:00,13-08-14 0:00,45,6724748,446.93,Only Pax,2
90740952,LAX,GRU,USA,Brazil,NA_USA_West,SA_Brazil_GRU,LAX,LIM,LAX-LIM-GRU,97,CONSOLIDADO,LAX,EMO TRANS INC.,EMO TRANS INC.,LA,2605,P,01-11-12 0:00,01-11-12 22:10,14-08-14 0:00,572,2548003.91,2432,Standard,1
90740963,ORD,MDZ,USA,Argentina,NA_USA_Midwest,SA_Argentina_MDZ,ORD,JFK,ORD-JFK-GYE-LIM-SCL-MDZ,97,CONSOLIDADO,MKE,EMO TRANS INC,EMO MKE,THX,99,T,26-10-12 0:00,26-10-12 23:00,15-08-14 0:00,571,16796441,2495.7,Standard,2
90740996,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,ORD,JFK,ORD-JFK-SCL,97,CONSOLIDADO,CHI,EMO-TRANS INC.,EMO-TRANS INC.,THX,99,T,27-10-12 0:00,27-10-12 23:00,16-08-14 0:00,507,1825.2,1670.23,Only Pax,2
90741033,ATL,MDE,USA,Colombia,NA_USA_SouthEast,SA_Colombia,ATL,MIA,ATL-MIA-MDE,517,OTROS DG,ATL,EMO TRANS,EMO ATL,TLD,999,T,05-11-12 0:00,06-11-12 1:00,17-08-14 0:00,5,0,0,Standard,1
90741044,DEN,SCL,USA,Chile,NA_USA_West,SA_Chile,DEN,LAX,DEN-LAX-SCL,97,CONSOLIDADO,NYC,EMO TRANS INC,EMO TRANS INC,,,?,30-10-12 0:00,30-10-12 0:00,18-08-14 0:00,128,0,0,Only Pax,1
90741055,ORD,SCL,USA,Chile,NA_USA_Midwest,SA_Chile,ORD,JFK,ORD-JFK-SCL,97,CONSOLIDADO,CHI,EMO-TRANS INC.,EMO-TRANS INC.,THX,99,T,31-10-12 0:00,31-10-12 23:00,19-08-14 0:00,314,1134,1060.44,Only Pax,1
90741066,SFO,SCL,USA,Chile,NA_USA_West,SA_Chile,SFO,LIM,SFO-LIM-SCL,97,CONSOLIDADO,SFO,EMO TRANS INC.,EMO TRANS INC.,LA,2609,P,01-11-12 0:00,01-11-12 12:41,20-08-14 0:00,2.71574E+14,8246242,3604303,Only Pax,10
